Timestamp;Precio;Volumen;Lado;Bid;Ask
2025-10-09 06:00:04.268;25327;1;BID;25327;25327,5
2025-10-09 06:00:04.268;25327;1;BID;25327;25327,5
2025-10-09 06:00:04.268;25327;2;BID;25327;25327,5
2025-10-09 06:00:04.268;25327;1;BID;25327;25327,5
2025-10-09 06:00:04.268;25327;1;BID;25327;25327,5
2025-10-09 06:00:04.268;25327,25;1;ASK;25327;25327,5
2025-10-09 06:00:05.612;25327,5;1;BID;25327,5;25328
2025-10-09 06:00:09.500;25327,5;1;BID;25327,75;25328,25
2025-10-09 06:00:09.500;25327,75;1;BID;25327,75;25328,25
2025-10-09 06:00:09.500;25327,5;1;BID;25327,75;25328,25
2025-10-09 06:00:09.600;25328;1;ASK;25327,75;25328,25
2025-10-09 06:00:09.600;25328;1;ASK;25327,75;25328,25
2025-10-09 06:00:09.600;25328;1;ASK;25327,75;25328,25
2025-10-09 06:00:12.600;25328;1;ASK;25327,5;25328
2025-10-09 06:00:12.600;25328;1;ASK;25327,5;25328
2025-10-09 06:00:14.916;25328;1;ASK;25327,5;25328,25
2025-10-09 06:00:20.592;25327,75;1;ASK;25326,75;25327,5
2025-10-09 06:00:22.344;25327,5;1;ASK;25327;25327,75
2025-10-09 06:00:27.828;25328;2;BID;25328;25328,5
2025-10-09 06:00:27.828;25328,25;1;ASK;25328;25328,5
2025-10-09 06:00:27.828;25328,25;1;ASK;25328;25328,5
2025-10-09 06:00:27.828;25328,25;1;ASK;25328;25328,5
2025-10-09 06:00:33.256;25328,5;1;BID;25328,5;25329
2025-10-09 06:00:33.256;25328,5;1;BID;25328,5;25329
2025-10-09 06:00:33.256;25328,5;2;BID;25328,5;25329
2025-10-09 06:00:33.260;25328,5;1;BID;25328,5;25329
2025-10-09 06:00:33.596;25328,25;1;BID;25328,5;25329
2025-10-09 06:00:33.596;25328,25;1;BID;25328,5;25329
2025-10-09 06:00:33.596;25328,25;1;BID;25328,5;25329
2025-10-09 06:00:33.788;25328,25;1;BID;25328,5;25329
2025-10-09 06:00:33.788;25328,25;1;BID;25328,5;25329
2025-10-09 06:00:33.868;25328,25;2;BID;25328,5;25329
2025-10-09 06:00:34.276;25328,5;1;BID;25328,5;25329
2025-10-09 06:00:35.024;25329;1;ASK;25328,25;25329
2025-10-09 06:00:35.024;25329;2;ASK;25328,25;25329
2025-10-09 06:00:35.024;25329;1;ASK;25328,25;25329
2025-10-09 06:00:35.024;25329;1;ASK;25328,25;25329
2025-10-09 06:00:35.024;25329;1;ASK;25328,25;25329
2025-10-09 06:00:35.024;25329,25;1;ASK;25328,25;25329
2025-10-09 06:00:35.284;25328,5;1;BID;25328,25;25329
2025-10-09 06:00:35.288;25328,5;1;BID;25328,25;25329
2025-10-09 06:00:43.008;25329;1;ASK;25328,75;25329,25
2025-10-09 06:00:43.008;25329;1;ASK;25328,75;25329,25
2025-10-09 06:00:43.008;25329;1;ASK;25328,75;25329,25
2025-10-09 06:00:43.008;25329;1;ASK;25328,75;25329,25
2025-10-09 06:00:46.780;25329,25;1;ASK;25329;25329,25
2025-10-09 06:00:47.284;25329,25;1;ASK;25328,75;25329,25
2025-10-09 06:00:47.284;25329,25;1;ASK;25328,75;25329,25
2025-10-09 06:00:47.756;25329,25;1;ASK;25328,75;25329,25
2025-10-09 06:00:48.112;25329,25;1;ASK;25328,75;25329,25
2025-10-09 06:00:50.016;25328,75;1;ASK;25328;25328,75
2025-10-09 06:00:50.016;25328,75;1;ASK;25328;25328,75
2025-10-09 06:00:53.760;25328;1;BID;25328;25328,5
2025-10-09 06:00:53.760;25328;1;BID;25328;25328,5
2025-10-09 06:00:53.760;25327,75;1;BID;25328;25328,5
2025-10-09 06:00:53.760;25327,75;1;BID;25328;25328,5
2025-10-09 06:00:53.760;25327,75;1;BID;25328;25328,5
2025-10-09 06:00:58.984;25327,75;1;ASK;25327,5;25328
2025-10-09 06:00:59.004;25327,5;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25327;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25327;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25327;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,75;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,75;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,75;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,75;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,75;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,75;1;ASK;25326,25;25327
2025-10-09 06:00:59.724;25326,5;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,5;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,5;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,25;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,25;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,25;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,25;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,25;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326,25;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25326;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25325,75;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25325,75;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25325,75;1;BID;25326,25;25327
2025-10-09 06:00:59.724;25325,75;1;BID;25326,25;25327
2025-10-09 06:01:08.240;25327,25;1;ASK;25326,75;25327,5
2025-10-09 06:01:08.240;25327,5;1;ASK;25326,75;25327,5
2025-10-09 06:01:08.244;25327;1;BID;25326,75;25327,5
2025-10-09 06:01:10.736;25327,5;1;BID;25327,5;25328
2025-10-09 06:01:10.736;25327,75;1;ASK;25327,5;25328
2025-10-09 06:01:11.020;25327,5;1;ASK;25327;25327,75
2025-10-09 06:01:11.092;25327,5;1;ASK;25327;25327,75
2025-10-09 06:01:12.872;25327,25;1;BID;25327;25327,75
2025-10-09 06:01:12.872;25327,25;1;BID;25327;25327,75
2025-10-09 06:01:22.024;25327,5;1;ASK;25326,75;25327,5
