date;time;bid;ask;last;volume
20251107;022142.874;25270.00;25271.00;25271.00;1
20251107;022149.515;25265.00;25266.00;25266.00;1
20251107;022149.515;25265.00;25266.00;25266.00;1
20251107;022149.515;25265.00;25266.00;25266.00;1
20251107;022149.515;25265.00;25266.00;25265.00;1
20251107;022149.515;25265.00;25266.00;25265.00;1
20251107;022149.515;25265.00;25266.00;25265.00;1
20251107;022157.274;25263.00;25264.00;25263.00;1
20251107;022157.606;25264.00;25265.00;25264.00;1
20251107;022200.491;25264.00;25265.00;25265.00;1
20251107;022201.553;25264.00;25265.00;25264.00;1
20251107;022201.553;25264.00;25265.00;25264.00;1
20251107;022201.553;25264.00;25265.00;25264.00;1
20251107;022205.629;25262.00;25263.00;25262.00;1
20251107;022208.122;25257.00;25258.00;25258.00;1
20251107;022208.123;25257.00;25258.00;25258.00;1
20251107;022209.501;25258.00;25259.00;25258.00;1
20251107;022403.295;25278.00;25280.00;25279.00;1
