date;time;bid;ask;last;type;volume
20251107;022122.203;25271.00;25272.00;25272.00;Ask;1
20251107;022122.856;25268.00;25269.00;25268.00;Bid;2
20251107;022122.856;25268.00;25269.00;25268.00;Bid;2
20251107;022123.803;25269.00;25270.00;25269.00;Bid;2
20251107;022124.560;25269.00;25270.00;25269.00;Bid;1
20251107;022124.555;25269.00;25271.00;25271.00;Ask;1
20251107;022124.621;25269.00;25270.00;25269.00;Bid;2
20251107;022124.622;25269.00;25270.00;25269.00;Bid;1
20251107;022126.826;25268.00;25270.00;25270.00;Ask;1
20251107;022140.866;25271.00;25272.00;25271.00;Bid;1
20251107;022142.892;25270.00;25271.00;25270.00;Bid;1
20251107;022142.892;25270.00;25271.00;25270.00;Bid;1
20251107;022149.566;25265.00;25266.00;25265.00;Bid;1
20251107;022149.616;25264.00;25266.00;25266.00;Ask;1
20251107;022149.616;25264.00;25266.00;25265.00;Bid;1
20251107;022149.616;25265.00;25266.00;25265.00;Bid;1
20251107;022152.062;25265.00;25266.00;25265.00;Bid;1
20251107;022152.062;25265.00;25266.00;25266.00;Ask;3
20251107;022155.306;25263.00;25264.00;25263.00;Bid;3
20251107;022155.307;25263.00;25264.00;25264.00;Ask;1
20251107;022155.486;25263.00;25264.00;25263.00;Bid;2
20251107;022156.001;25263.00;25264.00;25264.00;Ask;1
20251107;022156.155;25263.00;25264.00;25264.00;Ask;1
20251107;022156.295;25263.00;25264.00;25263.00;Bid;2
20251107;022156.295;25263.00;25264.00;25264.00;Ask;1
20251107;022157.667;25264.00;25265.00;25265.00;Ask;1
20251107;022157.606;25264.00;25265.00;25264.00;Bid;1
20251107;022157.606;25263.00;25264.00;25263.00;Bid;1
20251107;022157.606;25263.00;25264.00;25264.00;Ask;1
20251107;022157.667;25263.00;25265.00;25265.00;Ask;1
20251107;022157.667;25263.00;25265.00;25264.00;Bid;1
20251107;022157.994;25264.00;25265.00;25264.00;Bid;2
20251107;022158.291;25264.00;25265.00;25264.00;Bid;2
20251107;022158.545;25264.00;25265.00;25265.00;Ask;1
20251107;022158.594;25264.00;25265.00;25265.00;Ask;1
20251107;022200.491;25264.00;25265.00;25265.00;Ask;1
20251107;022201.581;25264.00;25265.00;25264.00;Bid;1
20251107;022201.604;25264.00;25265.00;25265.00;Ask;2
20251107;022201.691;25264.00;25265.00;25265.00;Ask;1
20251107;022202.328;25264.00;25265.00;25265.00;Ask;1
20251107;022202.615;25264.00;25266.00;25266.00;Ask;1
20251107;022202.614;25264.00;25266.00;25266.00;Ask;1
20251107;022202.615;25264.00;25266.00;25266.00;Ask;1
20251107;022204.704;25264.00;25265.00;25264.00;Bid;2
20251107;022204.764;25264.00;25265.00;25265.00;Ask;1
20251107;022205.489;25262.00;25263.00;25263.00;Ask;1
20251107;022207.700;25259.00;25260.00;25259.00;Bid;3
20251107;022207.792;25259.00;25260.00;25259.00;Bid;1
20251107;022208.089;25258.00;25259.00;25259.00;Ask;1
20251107;022208.150;25257.00;25258.00;25257.00;Bid;1
20251107;022208.205;25257.00;25258.00;25257.00;Bid;2
20251107;022209.525;25258.00;25259.00;25259.00;Ask;1
20251107;022209.948;25258.00;25259.00;25258.00;Bid;1
20251107;022210.297;25259.00;25260.00;25260.00;Ask;1
20251107;022210.326;25259.00;25260.00;25260.00;Ask;2
20251107;022211.353;25260.00;25261.00;25260.00;Bid;1
20251107;022212.011;25260.00;25261.00;25261.00;Ask;1
20251107;022213.137;25259.00;25260.00;25259.00;Bid;4
