date;time;bid;ask;last;type;volume
20251107;022213.186;25259.00;25260.00;25260.00;Ask;1
20251107;022213.186;25259.00;25260.00;25260.00;Ask;1
20251107;022215.869;25260.00;25261.00;25261.00;Ask;3
20251107;022216.117;25260.00;25261.00;25261.00;Ask;3
20251107;022216.245;25260.00;25261.00;25260.00;Bid;1
20251107;022218.170;25261.00;25262.00;25262.00;Ask;1
20251107;022218.421;25262.00;25263.00;25262.00;Bid;1
20251107;022218.525;25262.00;25263.00;25262.00;Bid;1
20251107;022218.592;25262.00;25263.00;25262.00;Bid;1
20251107;022218.592;25262.00;25263.00;25263.00;Ask;1
20251107;022221.207;25265.00;25266.00;25266.00;Ask;2
20251107;022221.317;25265.00;25266.00;25265.00;Bid;1
20251107;022223.680;25262.00;25264.00;25264.00;Ask;3
20251107;022223.680;25262.00;25264.00;25264.00;Ask;1
20251107;022223.683;25262.00;25264.00;25264.00;Ask;3
20251107;022233.629;25265.00;25266.00;25265.00;Bid;1
20251107;022233.629;25265.00;25266.00;25265.00;Bid;1
20251107;022248.859;25265.00;25267.00;25267.00;Ask;1
20251107;022300.402;25267.00;25268.00;25268.00;Ask;1
20251107;022300.775;25266.00;25268.00;25268.00;Ask;1
20251107;022300.883;25266.00;25267.00;25267.00;Ask;2
20251107;022301.312;25266.00;25267.00;25267.00;Ask;2
20251107;022301.446;25266.00;25267.00;25266.00;Bid;1
20251107;022301.446;25266.00;25267.00;25267.00;Ask;1
20251107;022301.918;25266.00;25268.00;25266.00;Bid;1
20251107;022301.918;25265.00;25268.00;25265.00;Bid;1
20251107;022301.918;25265.00;25268.00;25265.00;Bid;1
20251107;022303.154;25267.00;25268.00;25268.00;Ask;1
20251107;022305.540;25268.00;25269.00;25268.00;Bid;1
20251107;022309.827;25270.00;25271.00;25270.00;Bid;1
20251107;022319.906;25274.00;25276.00;25276.00;Ask;3
20251107;022321.588;25273.00;25275.00;25273.00;Bid;2
20251107;022325.442;25274.00;25275.00;25274.00;Bid;3
20251107;022325.442;25274.00;25275.00;25275.00;Ask;1
20251107;022325.442;25274.00;25275.00;25275.00;Ask;1
20251107;022325.443;25274.00;25275.00;25275.00;Ask;1
20251107;022327.620;25275.00;25277.00;25277.00;Ask;6
20251107;022327.635;25276.00;25278.00;25278.00;Ask;16
20251107;022327.690;25277.00;25278.00;25277.00;Bid;1
20251107;022327.690;25277.00;25278.00;25277.00;Bid;1
20251107;022338.802;25276.00;25278.00;25278.00;Ask;1
20251107;022340.996;25276.00;25277.00;25276.00;Bid;1
20251107;022341.101;25276.00;25277.00;25277.00;Ask;2
20251107;022344.506;25279.00;25280.00;25280.00;Ask;1
20251107;022344.506;25279.00;25280.00;25280.00;Ask;1
20251107;022344.657;25279.00;25280.00;25280.00;Ask;2
20251107;022345.585;25279.00;25280.00;25279.00;Bid;1
20251107;022345.585;25279.00;25280.00;25280.00;Ask;1
20251107;022345.632;25279.00;25281.00;25281.00;Ask;3
20251107;022345.857;25280.00;25281.00;25281.00;Ask;1
20251107;022345.923;25280.00;25281.00;25281.00;Ask;2
20251107;022345.951;25280.00;25281.00;25281.00;Ask;1
20251107;022346.124;25280.00;25281.00;25281.00;Ask;2
20251107;022352.512;25279.00;25280.00;25279.00;Bid;1
20251107;022353.161;25278.00;25279.00;25279.00;Ask;3
20251107;022354.423;25278.00;25279.00;25279.00;Ask;1
20251107;022354.453;25278.00;25279.00;25278.00;Bid;1
20251107;022354.421;25278.00;25279.00;25279.00;Ask;2
20251107;022354.421;25278.00;25279.00;25279.00;Ask;1
20251107;022354.468;25278.00;25279.00;25279.00;Ask;1
20251107;022354.468;25278.00;25279.00;25279.00;Ask;1
20251107;022354.484;25278.00;25280.00;25280.00;Ask;1
20251107;022357.068;25280.00;25282.00;25282.00;Ask;1
20251107;022357.068;25280.00;25282.00;25282.00;Ask;1
20251107;022357.068;25280.00;25282.00;25282.00;Ask;1
20251107;022357.068;25280.00;25282.00;25282.00;Ask;1
20251107;022358.252;25282.00;25283.00;25282.00;Bid;1
20251107;022358.239;25282.00;25283.00;25282.00;Bid;1
20251107;022358.252;25282.00;25283.00;25282.00;Bid;1
20251107;022359.526;25281.00;25283.00;25283.00;Ask;2
20251107;022359.526;25281.00;25283.00;25283.00;Ask;2
20251107;022401.979;25280.00;25281.00;25281.00;Ask;2
20251107;022405.396;25276.00;25278.00;25276.00;Bid;2
20251107;022405.420;25276.00;25278.00;25278.00;Ask;1
20251107;022407.557;25277.00;25279.00;25279.00;Ask;1
20251107;022418.158;25275.00;25276.00;25275.00;Bid;6
20251107;022418.158;25275.00;25276.00;25275.00;Bid;1
20251107;022418.158;25275.00;25276.00;25275.00;Bid;1
20251107;022418.656;25275.00;25277.00;25277.00;Ask;2
20251107;022419.922;25275.00;25277.00;25277.00;Ask;2
20251107;022420.684;25275.00;25277.00;25277.00;Ask;2
20251107;022428.545;25276.00;25278.00;25278.00;Ask;1
20251107;022434.932;25277.00;25279.00;25279.00;Ask;3
20251107;022434.932;25277.00;25279.00;25277.00;Bid;2
20251107;022434.932;25277.00;25279.00;25279.00;Ask;3
20251107;022434.932;25277.00;25279.00;25277.00;Bid;2
20251107;022439.450;25275.00;25276.00;25275.00;Bid;1
