date;time;bid;ask;last;volume
20251107;021836.789;25291,75;25293;25292,5;1
20251107;021837.448;25291,5;25292,75;25292,25;1
20251107;021837.572;25291;25292,25;25291,5;1
20251107;021837.588;25291,25;25292,25;25291,25;1
20251107;021837.610;25291,25;25292,25;25292;1
20251107;021838.688;25293,5;25294,5;25293,25;1
20251107;021838.688;25293,5;25294,5;25293,5;1
20251107;021838.701;25293,5;25294,5;25293,5;1
20251107;021839.031;25293,25;25294,5;25294,75;1
20251107;021839.036;25293,25;25294,5;25293,75;1
20251107;021839.706;25293,5;25295;25294,75;1
20251107;021840.133;25293,75;25294,5;25294,5;1
20251107;021840.142;25293,75;25294,5;25294;1
20251107;021840.144;25293,75;25294,5;25294;1
20251107;021840.171;25293,75;25294,5;25294,5;1
20251107;021840.457;25294;25295,25;25294,5;1
20251107;021841.348;25296;25297,25;25297,25;1
20251107;021841.348;25296;25297,25;25297,75;1
20251107;021841.348;25296;25297,25;25297,75;1
20251107;021841.353;25296;25297,25;25297;1
20251107;021841.419;25296,25;25297,25;25296,25;1
20251107;021842.555;25295,75;25297;25296,75;1
20251107;021842.883;25295,25;25296,25;25295,5;1
20251107;021842.884;25295,25;25296,25;25295,25;1
20251107;021844.741;25294,5;25295,5;25294,5;1
20251107;021844.793;25294,5;25295,75;25295;1
20251107;021844.793;25294,5;25295,75;25295,25;1
20251107;021845.815;25293,75;25294,75;25295,25;1
20251107;021845.815;25293,75;25294,75;25294,75;1
20251107;021846.339;25293,5;25294,75;25294;1
20251107;021846.339;25293,5;25294,75;25293,75;1
20251107;021846.341;25293,5;25294,75;25293,75;1
20251107;021846.900;25293,25;25294,5;25293,25;1
20251107;021847.573;25293;25293,75;25293,25;1
20251107;021847.574;25293;25293,75;25293;1
20251107;021847.574;25293;25293,75;25293;1
20251107;021848.430;25291,75;25292,75;25292,25;1
20251107;021848.432;25291,75;25292,75;25291,75;1
20251107;021850.033;25291,5;25292,75;25292,25;1
20251107;021850.854;25291,75;25292,75;25292,25;1
20251107;021851.071;25290,75;25291,75;25291,75;1
20251107;021851.110;25290,5;25291,5;25291;1
20251107;021851.443;25290,25;25291,25;25290,5;1
20251107;021851.445;25290,25;25291,25;25290,25;1
20251107;021851.842;25289,75;25290,5;25290;1
20251107;021851.865;25290,25;25291;25290,5;1
20251107;021852.129;25290,25;25291;25290,25;1
20251107;021852.141;25289,5;25290,5;25290;1
20251107;021852.142;25289,5;25290,5;25289,75;1
20251107;021852.143;25289,5;25290,5;25289,75;1
20251107;021852.303;25289,5;25290,5;25290,5;1
20251107;021852.503;25291;25291,75;25291;1
20251107;021852.504;25291;25291,75;25291,25;1
20251107;021853.752;25289,5;25290,5;25290,75;1
20251107;021854.240;25289,5;25290,25;25290,25;1
20251107;021854.600;25289,5;25290,5;25289,5;1
20251107;021854.973;25289;25290;25289,25;1
20251107;021854.974;25289;25290;25289;1
20251107;021854.974;25289;25290;25289;1
20251107;021854.998;25289;25290;25289,25;1
20251107;021855.218;25288;25289;25288,5;1
20251107;021855.219;25288;25289;25288,5;1
20251107;021855.397;25288;25289;25288,25;1
20251107;021855.399;25288;25289;25288,5;1
20251107;021855.411;25288;25289;25288,5;1
20251107;021856.191;25288,75;25289,5;25289;1
20251107;021856.191;25288,75;25289,5;25289;1
20251107;021857.303;25289;25290;25289,5;1
20251107;021857.304;25289;25290;25289;1
20251107;021858.504;25288,25;25289,25;25288;1
20251107;021858.577;25289;25289,75;25289,25;1
20251107;021859.139;25288;25288,75;25288,5;1
20251107;021859.140;25288;25288,75;25288,5;1
20251107;021859.633;25287,75;25288,75;25288;1
20251107;021859.633;25287,75;25288,75;25288,25;1
20251107;021859.633;25287,75;25288,75;25288,25;1
20251107;021859.633;25287,75;25288,75;25288,25;1
20251107;021859.633;25287,75;25288,75;25288,5;1
20251107;021859.633;25287,75;25288,75;25289;1
20251107;021859.633;25287,75;25288,75;25289;1
20251107;021900.719;25289;25290;25289;1
20251107;021901.084;25287,75;25288,75;25288,5;1
20251107;021901.778;25289,25;25290,25;25289,5;1
20251107;021902.141;25289;25290;25289,25;1
20251107;021902.492;25290,5;25291,5;25290;1
20251107;021902.514;25290,5;25291,5;25290,75;1
20251107;021903.952;25290,75;25291,75;25291;1
20251107;021905.172;25292,75;25293,5;25293,5;1
20251107;021905.936;25293;25294,25;25293;1
20251107;021906.276;25292,75;25293,75;25293,5;1
20251107;021906.276;25292,75;25293,75;25293,5;1
20251107;021906.279;25292,75;25293,75;25292,75;1
20251107;021906.464;25292,5;25293,5;25293,25;1
20251107;021907.202;25292,5;25294;25293;1
20251107;021907.244;25292,5;25294;25293,5;1
20251107;021907.303;25291,25;25292,75;25292,5;1
20251107;021908.860;25291,25;25292,5;25292,25;1
20251107;021909.066;25290,25;25291,75;25291,25;1
20251107;021909.067;25290,25;25291,75;25291;1
20251107;021909.645;25289,75;25291;25290,75;1
20251107;021910.081;25289,5;25291;25291;1
20251107;021910.144;25288,75;25290,25;25289,75;1
20251107;021910.292;25289,25;25290,75;25289,25;1
20251107;021910.475;25289;25290,25;25289,5;1
20251107;021910.475;25289;25290,25;25289,5;1
20251107;021910.475;25289;25290,25;25289,75;1
20251107;021911.205;25287,25;25288,25;25288,75;1
20251107;021911.206;25287,25;25288,25;25288,5;1
20251107;021911.207;25287,25;25288,25;25288,25;1
20251107;021911.208;25287,25;25288,25;25287,75;1
20251107;021911.266;25286,75;25287,75;25286,75;1
20251107;021911.533;25286,75;25288;25288,25;1
20251107;021912.710;25288;25288,75;25289,25;1
20251107;021912.741;25288;25288,75;25288;1
20251107;021913.742;25288;25289,25;25287,25;1
20251107;021913.750;25288;25289,25;25288;1
20251107;021913.750;25288;25289,25;25288,25;1
20251107;021913.750;25288;25289,25;25288,25;1
20251107;021913.750;25288;25289,25;25288,5;1
20251107;021913.750;25288;25289,25;25288,75;1
20251107;021914.130;25287,75;25288,75;25288,25;1
20251107;021915.756;25286,75;25288;25287,5;1
20251107;021915.757;25286,75;25288;25286,75;1
20251107;021915.851;25285,25;25286,25;25286;1
20251107;021915.851;25285,25;25286,25;25286;1
20251107;021915.853;25285,25;25286,25;25285,75;1
20251107;021915.853;25285,25;25286,25;25285,75;1
20251107;021916.435;25286;25286,5;25286,5;1
20251107;021916.435;25286;25286,5;25286,5;1
20251107;021916.736;25286;25287,25;25286,5;1
20251107;021916.920;25286,75;25288;25286,75;1
20251107;021918.523;25286,5;25287,75;25287,25;1
20251107;021919.689;25286,5;25287,5;25286,5;1
20251107;021920.676;25285,75;25287;25286,5;1
20251107;021922.710;25285,75;25286,75;25286;1
20251107;021923.764;25286,5;25287,75;25286,75;1
20251107;021924.090;25287;25288,25;25287;1
20251107;021925.446;25286,75;25288;25287,75;1
20251107;021926.183;25287;25288,25;25288;1
20251107;021928.271;25288,25;25289;25288,75;1
20251107;021928.272;25288,25;25289;25289;1
20251107;021928.322;25289;25290,25;25289;4
20251107;021928.322;25289;25290,25;25289,5;1
20251107;021930.001;25289,5;25290,5;25290;1
20251107;021930.002;25289,5;25290,5;25290,25;1
20251107;021930.002;25289,5;25290,5;25290,5;1
20251107;021930.835;25291;25292,25;25290,5;1
20251107;021930.836;25291;25292,25;25290,75;1
20251107;021930.838;25291;25292,25;25291;1
20251107;021931.017;25292;25293;25292;1
20251107;021931.622;25291,75;25293;25292;1
20251107;021931.624;25291,75;25293;25291,75;1
20251107;021931.639;25291,75;25293;25292,25;1
20251107;021934.327;25292;25293,25;25293;1
20251107;021934.422;25290,5;25292;25292;1
20251107;021934.903;25290;25290,75;25290,75;1
20251107;021934.903;25290;25290,75;25290,5;1
20251107;021934.903;25290;25290,75;25290,25;1
20251107;021934.903;25290;25290,75;25290,25;1
20251107;021934.903;25290;25290,75;25290;1
20251107;021935.702;25288,5;25290;25289;1
20251107;021936.813;25289;25290,25;25290;1
20251107;021936.813;25289;25290,25;25289,75;1
20251107;021938.654;25289;25290,25;25289,5;1
20251107;021938.921;25290;25291,25;25290,25;1
20251107;021940.875;25287,5;25288,75;25289;1
20251107;021942.696;25285,25;25286,75;25286,25;1
20251107;021944.626;25286,5;25287,75;25286,5;1
20251107;021944.750;25286,5;25288;25286,5;1
20251107;021944.751;25286,5;25288;25286,5;1
20251107;021945.341;25285,25;25286,5;25286,5;2
20251107;021945.342;25285,25;25286,5;25286,25;1
20251107;021946.418;25284,25;25285,5;25285;1
20251107;021946.418;25284,25;25285,5;25285;1
20251107;021946.420;25284,25;25285,5;25284,75;1
20251107;021946.667;25284,5;25285,5;25285,25;1
20251107;021946.671;25284,5;25285,5;25285,5;1
20251107;021946.671;25284,5;25285,5;25285,25;1
20251107;021946.674;25284,5;25285,5;25285,25;1
20251107;021946.996;25285;25286,25;25285,5;1
20251107;021947.133;25284,75;25286;25285;1
20251107;021947.133;25284,75;25286;25284,75;1
20251107;021947.657;25285,75;25286,75;25286,5;1
20251107;021947.834;25285,75;25287;25286,75;3
20251107;021947.834;25285,75;25287;25286,75;4
20251107;021947.835;25285,75;25287;25286,75;1
20251107;021947.835;25285,75;25287;25286,75;7
20251107;021947.835;25285,75;25287;25286,75;1
20251107;021948.385;25284,75;25285,75;25285,25;1
20251107;021948.385;25284,75;25285,75;25285,25;1
20251107;021948.385;25284,75;25285,75;25285;1
20251107;021949.363;25284;25285,25;25284,75;1
20251107;021949.363;25284;25285,25;25284,25;1
20251107;021949.363;25284;25285,25;25284;1
20251107;021949.363;25284;25285,25;25284;1
20251107;021949.363;25284;25285,25;25284;1
20251107;021949.363;25284;25285,25;25283,75;1
20251107;021949.750;25284,25;25285;25285;1
20251107;021949.945;25284,25;25285,75;25285;1
20251107;021951.549;25285,25;25286,5;25285,25;1
20251107;021951.549;25285,25;25286,5;25285;1
20251107;021951.549;25285,25;25286,5;25284,75;1
20251107;021951.549;25285,25;25286,5;25284,75;1
20251107;021951.549;25285,25;25286,5;25284,5;1
20251107;021952.360;25283,75;25284,75;25284;1
20251107;021952.501;25284,25;25285,25;25284,75;1
20251107;021952.621;25284,5;25285,75;25285,25;1
20251107;021953.469;25285;25286,25;25285,25;1
20251107;021954.062;25285,75;25286,75;25286,5;1
20251107;021954.062;25285,75;25286,75;25286,75;1
20251107;021956.370;25283,5;25284,75;25285;1
20251107;021956.371;25283,5;25284,75;25284,25;1
20251107;021956.371;25283,5;25284,75;25284,25;1
20251107;021956.873;25284,25;25285,25;25285,25;1
20251107;021956.892;25284,25;25285,25;25284;1
20251107;021957.923;25285;25286,25;25285;1
20251107;021957.923;25285;25286,25;25285;1
20251107;021958.694;25285;25286,25;25285,75;1
20251107;021959.426;25285,75;25287;25286,25;1
20251107;021959.814;25285,75;25286,75;25285,25;1
20251107;021959.815;25285,75;25286,75;25286,5;1
20251107;022000.932;25285;25286,25;25285,75;1
20251107;022001.053;25285,25;25286,5;25286,25;1
20251107;022002.454;25283,75;25284,75;25284;1
20251107;022002.454;25283,75;25284,75;25283,75;1
20251107;022002.471;25283,75;25284,75;25284,5;1
20251107;022002.825;25283,5;25284,5;25283,5;1
20251107;022002.848;25283,5;25284,5;25284,25;1
20251107;022002.860;25283,5;25284,5;25283,5;1
20251107;022003.239;25282,25;25283,25;25283,25;1
20251107;022003.242;25282,25;25283,25;25282,75;1
20251107;022003.771;25282;25283;25282,25;1
20251107;022003.771;25282;25283;25282,25;1
20251107;022003.771;25282;25283;25282,25;1
20251107;022003.912;25282,75;25283,5;25283;1
20251107;022004.202;25283,25;25284,5;25283,5;1
20251107;022004.683;25282,75;25284;25282,75;1
20251107;022004.724;25281,5;25283;25282,25;1
20251107;022004.725;25281,5;25283;25282;1
20251107;022004.725;25281,5;25283;25282;1
20251107;022004.725;25281,5;25283;25282;1
20251107;022004.725;25281,5;25283;25281,75;1
20251107;022004.725;25281,5;25283;25281,5;1
20251107;022004.725;25281,5;25283;25281,5;1
20251107;022004.729;25281,5;25283;25281,5;4
20251107;022004.729;25281,5;25283;25281,5;1
20251107;022004.729;25281,5;25283;25281,25;1
20251107;022004.729;25281,5;25283;25281,25;1
20251107;022004.729;25281,5;25283;25281,25;1
20251107;022004.729;25281,5;25283;25281;1
20251107;022004.729;25281,5;25283;25281;1
20251107;022004.729;25281,5;25283;25281;1
20251107;022004.729;25281,5;25283;25281;1
20251107;022004.729;25281,5;25283;25281;1
20251107;022004.729;25281,5;25283;25280,75;1
20251107;022004.729;25281,5;25283;25280,75;1
20251107;022004.729;25281,5;25283;25280,75;1
20251107;022004.729;25281,5;25283;25280,75;1
20251107;022004.729;25281,5;25283;25280,75;1
20251107;022005.070;25280,25;25281;25280,75;1
20251107;022005.070;25280,25;25281;25280,5;1
20251107;022005.070;25280,25;25281;25280,5;1
20251107;022005.080;25280,25;25281;25280,75;1
20251107;022005.177;25280,5;25281,25;25281;1
20251107;022005.623;25281;25282;25281,5;1
20251107;022005.623;25281;25282;25280,75;1
20251107;022005.777;25281,75;25283;25282;1
20251107;022005.778;25281,75;25283;25282,25;1
20251107;022006.487;25282,75;25283,75;25283,25;1
20251107;022006.732;25284;25285;25284,25;1
20251107;022006.909;25284;25285;25284,75;1
20251107;022007.936;25283,75;25284,75;25284,25;1
20251107;022008.022;25282,5;25283,75;25283,75;1
20251107;022008.082;25282,75;25284;25284;1
20251107;022009.932;25286,5;25287,5;25284,25;1
20251107;022009.933;25286,5;25287,5;25284,75;1
20251107;022009.934;25286,5;25287,5;25285;1
20251107;022009.934;25286,5;25287,5;25285,5;1
20251107;022009.935;25286,5;25287,5;25285,5;1
20251107;022009.938;25286,5;25287,5;25285,75;1
20251107;022009.943;25286,5;25287,5;25287,5;1
20251107;022009.943;25286,5;25287,5;25287,5;1
20251107;022009.944;25286,5;25287,5;25287,5;1
20251107;022009.945;25286,75;25287,75;25286,75;1
20251107;022009.949;25286,75;25287,75;25287,25;1
20251107;022009.951;25286,75;25287,75;25286,75;1
20251107;022009.965;25286,75;25287,75;25287,5;1
20251107;022010.110;25286,75;25287,75;25287,25;1
20251107;022010.245;25287,25;25288;25287,75;1
20251107;022010.385;25288;25289;25288;1
20251107;022010.385;25288;25289;25288,75;1
20251107;022011.175;25286,75;25287,5;25287,5;1
20251107;022011.606;25287,25;25288,25;25288,25;1
20251107;022012.424;25288,75;25289,75;25288,75;1
20251107;022012.424;25288,75;25289,75;25289;1
20251107;022012.424;25288,75;25289,75;25289,25;1
20251107;022012.424;25288,75;25289,75;25289,25;1
20251107;022012.424;25288,75;25289,75;25289,25;1
20251107;022012.424;25288,75;25289,75;25289,5;1
20251107;022012.424;25288,75;25289,75;25289,5;1
20251107;022012.424;25288,75;25289,75;25289,75;1
20251107;022012.424;25288,75;25289,75;25289,75;1
20251107;022012.424;25288,75;25289,75;25290;1
20251107;022012.424;25288,75;25289,75;25290;1
20251107;022012.424;25288,75;25289,75;25290;1
20251107;022012.424;25288,75;25289,75;25290,25;1
20251107;022012.424;25288,75;25289,75;25290,25;1
20251107;022012.424;25288,75;25289,75;25290,25;1
20251107;022012.465;25288,25;25289;25289;1
20251107;022012.465;25288,25;25289;25288,75;1
20251107;022013.534;25289;25290;25289,5;1
20251107;022014.304;25288,5;25289,25;25289,25;1
20251107;022014.539;25290;25291,25;25290,5;1
20251107;022014.859;25290,75;25291,75;25291,5;1
20251107;022014.891;25290,75;25291,75;25290,75;1
20251107;022014.992;25290;25291;25290,75;1
20251107;022015.038;25289,5;25290,75;25290;1
20251107;022015.655;25288,75;25289,75;25289,5;1
20251107;022017.637;25289,25;25290;25289,5;2
20251107;022017.638;25289,25;25290;25289,25;1
20251107;022017.639;25289,25;25290;25289;1
20251107;022017.647;25289,25;25290;25289,25;1
20251107;022018.284;25286,75;25288;25288,25;1
20251107;022018.284;25286,75;25288;25288;1
20251107;022020.121;25287;25288;25287;1
20251107;022021.421;25286;25287;25286;1
20251107;022022.560;25286;25287;25286,75;1
20251107;022022.868;25284,25;25285,5;25285,5;1
20251107;022022.868;25284,25;25285,5;25285,5;1
20251107;022022.868;25284,25;25285,5;25285,25;1
20251107;022022.868;25284,25;25285,5;25285,25;1
20251107;022022.868;25284,25;25285,5;25285,25;1
20251107;022023.937;25285;25286,25;25285,25;1
20251107;022024.367;25284,75;25286;25285;1
20251107;022025.486;25285,5;25286,75;25285,5;1
20251107;022025.661;25284,5;25285,75;25285;1
20251107;022028.773;25286;25287,25;25287,25;1
20251107;022029.483;25287,5;25288,5;25287,25;1
20251107;022031.470;25287,25;25288,5;25288,5;1
20251107;022032.336;25287,25;25288,5;25288,5;1
20251107;022032.336;25287,25;25288,5;25288,5;1
20251107;022032.336;25287,25;25288,5;25288,75;1
20251107;022032.343;25287,25;25288,5;25288,25;1
20251107;022032.366;25287,25;25288,5;25287,75;1
20251107;022034.871;25286,5;25287,75;25286,75;1
20251107;022035.861;25283,25;25284,25;25285,75;1
20251107;022035.861;25283,25;25284,25;25285,75;3
20251107;022035.862;25283,25;25284,25;25285,25;1
20251107;022035.862;25283,25;25284,25;25285;1
20251107;022035.863;25283,25;25284,25;25284,75;1
20251107;022035.863;25283,25;25284,25;25284,75;1
20251107;022036.144;25282,75;25283,25;25283,25;1
20251107;022036.623;25282,25;25283,25;25282,75;1
20251107;022036.624;25282,25;25283,25;25282,5;1
20251107;022036.775;25282,5;25283,75;25283,25;1
20251107;022036.775;25282,5;25283,75;25283,5;1
20251107;022037.996;25281,25;25282,5;25282,5;1
20251107;022038.204;25282,75;25283,75;25282,5;1
