date;time;bid;ask;last;volume
20251107;082424.011;25320.00;25321.00;25320.00;32
20251107;082424.011;25320.00;25321.00;25320.00;33
20251107;082427.638;25319.00;25320.00;25320.00;44
20251107;082433.672;25320.00;25321.00;25320.00;53
20251107;082433.964;25321.00;25322.00;25320.00;55
20251107;082434.008;25321.00;25322.00;25321.00;59
20251107;082434.008;25321.00;25322.00;25321.00;60
20251107;082434.008;25321.00;25322.00;25321.00;61
20251107;082434.023;25321.00;25322.00;25322.00;70
20251107;082603.339;25321.00;25322.00;25321.00;17
20251107;082636.557;25321.00;25322.00;25322.00;47
20251107;082820.525;25325.00;25326.00;25325.00;46
20251107;082921.450;25327.00;25328.00;25327.00;102
20251107;082959.754;25330.00;25331.00;25330.00;126
20251107;082959.754;25330.00;25331.00;25330.00;127
20251107;083028.343;25331.00;25332.00;25331.00;12
20251107;083115.081;25333.00;25334.00;25334.00;65
20251107;083115.081;25333.00;25334.00;25334.00;68
20251107;083115.678;25333.00;25334.00;25333.00;69
20251107;083251.403;25328.00;25329.00;25328.00;122
20251107;083320.847;25327.00;25328.00;25328.00;142
20251107;083320.847;25327.00;25328.00;25328.00;143
20251107;083431.115;25328.00;25329.00;25329.00;27
20251107;083613.998;25330.00;25331.00;25331.00;62
20251107;083857.463;25331.00;25332.00;25331.00;30
20251107;084008.006;25333.00;25334.00;25333.00;65
20251107;084059.754;25333.00;25334.00;25333.00;124
20251107;084230.642;25330.00;25331.00;25330.00;113
20251107;084307.417;25332.00;25333.00;25332.00;137
20251107;084449.668;25334.00;25335.00;25334.00;49
20251107;084731.869;25334.00;25335.00;25334.00;14
20251107;084819.120;25332.00;25333.00;25333.00;37
20251107;084911.512;25333.00;25334.00;25334.00;85
20251107;084911.512;25333.00;25334.00;25334.00;86
20251107;084913.665;25335.00;25336.00;25335.00;89
20251107;084949.711;25343.00;25344.00;25343.00;43
20251107;084949.712;25343.00;25344.00;25343.00;44
20251107;084949.759;25343.00;25344.00;25343.00;45
20251107;085125.671;25333.00;25334.00;25333.00;42
20251107;085147.235;25341.00;25342.00;25339.00;123
20251107;085147.244;25341.00;25342.00;25341.00;132
20251107;085147.244;25341.00;25342.00;25342.00;137
20251107;085147.244;25341.00;25342.00;25342.00;138
20251107;085159.600;25346.00;25347.00;25347.00;66
20251107;085203.963;25343.00;25344.00;25344.00;74
20251107;085209.196;25344.00;25345.00;25344.00;93
20251107;085217.657;25345.00;25346.00;25345.00;99
20251107;085217.658;25345.00;25346.00;25345.00;100
20251107;085217.658;25345.00;25346.00;25345.00;103
20251107;085217.659;25345.00;25346.00;25346.00;105
20251107;085217.659;25345.00;25346.00;25346.00;106
20251107;085217.659;25345.00;25346.00;25346.00;107
20251107;085217.662;25345.00;25346.00;25345.00;112
20251107;085241.328;25344.00;25345.00;25344.00;4
20251107;085241.328;25344.00;25345.00;25344.00;5
20251107;085311.974;25338.00;25339.00;25338.00;93
20251107;085315.499;25338.00;25339.00;25338.00;117
20251107;085315.499;25338.00;25339.00;25339.00;126
20251107;085315.499;25338.00;25339.00;25339.00;127
20251107;085315.499;25338.00;25339.00;25339.00;128
20251107;085321.294;25341.00;25342.00;25342.00;154
20251107;085451.618;25342.00;25343.00;25343.00;98
20251107;085505.904;25345.00;25346.00;25345.00;105
20251107;085505.905;25345.00;25346.00;25345.00;106
20251107;085557.297;25338.00;25339.00;25339.00;147
20251107;085723.993;25339.00;25340.00;25339.00;45
20251107;085732.403;25340.00;25341.00;25341.00;48
20251107;085803.369;25340.00;25341.00;25341.00;64
20251107;085955.041;25335.00;25336.00;25336.00;86
