date;time;bid;ask;price;volume;side;shape;order_type;entry_price;exit_price;exit_tag
20251107;061759.204;;25299.50;25299.50;2;ASK;;;;;
20251107;061759.204;;25299.50;25299.50;1;ASK;;;;;
20251107;061759.208;;25299.25;25299.25;1;ASK;;;;;
20251107;061759.208;25298.25;;25298.25;1;BID;;;;;
20251107;061759.208;25298.50;;25298.50;1;BID;;;;;
20251107;061759.344;;25299.50;25299.50;1;ASK;;;;;
20251107;061759.444;;25299.50;25299.50;2;ASK;;;;;
20251107;061759.444;;25299.25;25299.25;1;ASK;;;;;
20251107;061759.444;25298.25;;25298.25;1;BID;;;;;
20251107;061759.452;;25299.00;25299.00;1;ASK;;;;;
20251107;061759.452;25298.00;;25298.00;2;BID;;;;;
20251107;061759.452;25298.00;;25298.00;3;BID;;;;;
20251107;061759.452;;25299.25;25299.25;1;ASK;;;;;
20251107;061759.452;25298.25;;25298.25;1;BID;;;;;
20251107;061759.452;;25299.00;25299.00;1;ASK;;;;;
20251107;061759.452;;25299.25;25299.25;1;ASK;;;;;
20251107;061759.532;;25299.25;25299.25;2;ASK;;;;;
20251107;061759.532;;25299.00;25299.00;1;ASK;;;;;
20251107;061759.532;;25299.25;25299.25;1;ASK;;;;;
20251107;061759.532;;25299.50;25299.50;1;ASK;;;;;
20251107;061759.548;;25299.50;25299.50;2;ASK;;;;;
20251107;061759.548;;25299.25;25299.25;1;ASK;;;;;
20251107;061800.024;25298.25;;25298.25;1;BID;;;;;
20251107;061800.024;25298.00;;25298.00;4;BID;;;;;
20251107;061800.024;25298.00;;25298.00;3;BID;;;;;
20251107;061800.024;;25299.00;25299.00;1;ASK;;;;;
20251107;061800.024;;25298.75;25298.75;1;ASK;;;;;
20251107;061800.024;25298.00;;25298.00;2;BID;;;;;
20251107;061800.024;;25299.00;25299.00;1;ASK;;;;;
20251107;061800.024;;25298.75;25298.75;1;ASK;;;;;
20251107;061800.024;25298.00;;25298.00;1;BID;;;;;
20251107;061800.028;;25298.50;25298.50;1;ASK;;;;;
20251107;061800.028;;25298.50;25298.50;1;ASK;;;;;
20251107;061800.028;;25298.75;25298.75;1;ASK;;;;;
20251107;061800.028;25298.25;;25298.25;1;BID;;;;;
20251107;061800.028;;25299.00;25299.00;2;ASK;;;;;
20251107;061800.028;25298.00;;25298.00;1;BID;;;;;
20251107;061800.028;;25299.00;25299.00;1;ASK;;;;;
20251107;061800.028;25298.00;;25298.00;2;BID;;;;;
20251107;061800.028;25298.00;;25298.00;3;BID;;;;;
20251107;061800.028;;25299.25;25299.25;2;ASK;;;;;
20251107;061800.028;;25299.25;25299.25;1;ASK;;;;;
20251107;061800.028;25298.25;;25298.25;1;BID;;;;;
20251107;061800.028;25298.50;;25298.50;1;BID;;;;;
20251107;061800.028;25298.25;;25298.25;1;BID;;;;;
20251107;061800.192;25298.50;;25298.50;1;BID;;;;;
20251107;061800.192;;25299.50;25299.50;1;ASK;;;;;
20251107;061800.192;;25299.25;25299.25;1;ASK;;;;;
20251107;061800.196;25298.25;;25298.25;1;BID;;;;;
20251107;061800.688;25298.50;;25298.50;1;BID;;;;;
20251107;061801.332;25298.25;;25298.25;1;BID;;;;;
20251107;061801.332;;25299.25;25299.25;2;ASK;;;;;
20251107;061801.940;25298.00;;25298.00;4;BID;;;;;
20251107;061801.940;;25299.00;25299.00;1;ASK;;;;;
20251107;061801.940;25298.00;;25298.00;3;BID;;;;;
20251107;061801.940;;25299.00;25299.00;1;ASK;;;;;
20251107;061801.940;;25299.25;25299.25;2;ASK;;;;;
20251107;061801.940;25298.25;;25298.25;1;BID;;;;;
20251107;061801.940;;25299.25;25299.25;1;ASK;;;;;
20251107;061801.940;25298.25;;25298.25;2;BID;;;;;
20251107;061801.940;25298.25;;25298.25;3;BID;;;;;
20251107;061801.940;25298.25;;25298.25;4;BID;;;;;
20251107;061801.940;25298.50;;25298.50;1;BID;;;;;
20251107;061801.940;25298.75;;25298.75;1;BID;;;;;
20251107;061801.948;25298.50;;25298.50;2;BID;;;;;
20251107;061801.948;25298.50;;25298.50;1;BID;;;;;
20251107;061801.948;25298.25;;25298.25;2;BID;;;;;
20251107;061801.952;25298.50;;25298.50;1;BID;;;;;
20251107;061801.996;25298.25;;25298.25;3;BID;;;;;
20251107;061801.996;25298.25;;25298.25;2;BID;;;;;
20251107;061802.000;25298.50;;25298.50;1;BID;;;;;
20251107;061802.108;25298.25;;25298.25;3;BID;;;;;
20251107;061802.108;25298.25;;25298.25;2;BID;;;;;
20251107;061802.108;25298.50;;25298.50;1;BID;;;;;
20251107;061802.280;25298.25;;25298.25;2;BID;;;;;
20251107;061802.496;25298.50;;25298.50;1;BID;;;;;
20251107;061802.496;25298.25;;25298.25;2;BID;;;;;
20251107;061802.496;25298.25;;25298.25;1;BID;;;;;
20251107;061802.496;25298.50;;25298.50;1;BID;;;;;
