date;time;bid;ask;last;type;volume
20251107;170351.621;24837.00;24838.00;24838.00;Ask;4
20251107;170351.621;24837.00;24838.00;24837.00;Bid;2
20251107;170351.769;24837.00;24838.00;24838.00;Ask;4
20251107;170351.827;24837.00;24838.00;24838.00;Ask;3
20251107;170351.903;24837.00;24838.00;24838.00;Ask;4
20251107;170352.609;24837.00;24838.00;24838.00;Ask;2
20251107;170352.609;24837.00;24838.00;24837.00;Bid;4
20251107;170352.645;24837.00;24838.00;24838.00;Ask;3
20251107;170353.139;24837.00;24838.00;24838.00;Ask;3
20251107;170354.262;24839.00;24840.00;24840.00;Ask;1
20251107;170354.833;24839.00;24840.00;24840.00;Ask;1
20251107;170356.183;24840.00;24841.00;24841.00;Ask;3
20251107;170356.691;24839.00;24840.00;24840.00;Ask;3
20251107;170359.564;24838.00;24839.00;24839.00;Ask;1
20251107;170400.016;24839.00;24840.00;24840.00;Ask;4
20251107;170400.016;24839.00;24840.00;24839.00;Bid;2
20251107;170400.016;24839.00;24840.00;24839.00;Bid;1
20251107;170400.612;24839.00;24840.00;24839.00;Bid;2
20251107;170401.141;24839.00;24840.00;24840.00;Ask;7
20251107;170401.409;24839.00;24840.00;24840.00;Ask;3
20251107;170403.398;24839.00;24840.00;24840.00;Ask;2
20251107;170403.525;24839.00;24840.00;24840.00;Ask;2
20251107;170404.122;24839.00;24840.00;24839.00;Bid;3
20251107;170404.276;24839.00;24840.00;24840.00;Ask;1
20251107;170405.878;24839.00;24840.00;24840.00;Ask;1
20251107;170406.059;24838.00;24839.00;24839.00;Ask;2
20251107;170406.059;24838.00;24839.00;24838.00;Bid;2
20251107;170406.695;24839.00;24840.00;24839.00;Bid;2
20251107;170406.700;24839.00;24840.00;24840.00;Ask;1
20251107;170407.935;24838.00;24839.00;24839.00;Ask;3
20251107;170408.139;24837.00;24838.00;24838.00;Ask;3
20251107;170408.139;24837.00;24838.00;24837.00;Bid;3
20251107;170408.169;24837.00;24838.00;24838.00;Ask;2
20251107;170408.374;24837.00;24838.00;24838.00;Ask;1
20251107;170408.929;24836.00;24837.00;24837.00;Ask;1
20251107;170409.415;24835.00;24836.00;24836.00;Ask;2
20251107;170410.008;24836.00;24838.00;24838.00;Ask;3
20251107;170410.076;24836.00;24837.00;24837.00;Ask;2
20251107;170410.103;24836.00;24837.00;24837.00;Ask;2
20251107;170411.496;24834.00;24835.00;24835.00;Ask;3
20251107;170411.496;24834.00;24835.00;24835.00;Ask;1
20251107;170412.148;24835.00;24836.00;24835.00;Bid;1
20251107;170412.904;24834.00;24835.00;24835.00;Ask;3
20251107;170413.127;24832.00;24833.00;24832.00;Bid;2
20251107;170413.127;24832.00;24833.00;24832.00;Bid;1
20251107;170413.127;24832.00;24833.00;24832.00;Bid;1
20251107;170413.127;24832.00;24833.00;24832.00;Bid;1
20251107;170413.127;24832.00;24833.00;24832.00;Bid;1
20251107;170413.128;24831.00;24833.00;24831.00;Bid;1
20251107;170413.128;24831.00;24833.00;24831.00;Bid;1
20251107;170413.128;24831.00;24833.00;24831.00;Bid;1
20251107;170413.128;24831.00;24833.00;24831.00;Bid;1
20251107;170413.128;24831.00;24833.00;24831.00;Bid;1
20251107;170413.128;24831.00;24833.00;24831.00;Bid;1
20251107;170413.129;24830.00;24833.00;24830.00;Bid;1
20251107;170413.129;24830.00;24833.00;24830.00;Bid;1
20251107;170413.129;24830.00;24833.00;24830.00;Bid;1
20251107;170413.129;24830.00;24833.00;24830.00;Bid;1
20251107;170413.143;24830.00;24833.00;24833.00;Ask;1
20251107;170413.262;24829.00;24830.00;24830.00;Ask;1
20251107;170413.318;24829.00;24830.00;24830.00;Ask;1
