date;time;bid;ask;price;volume;side;shape;order_type;entry_price;exit_price;exit_tag
20251107;060512.052;;25285.75;25285.75;1;ASK;;;;;
20251107;060512.056;25284.75;;25284.75;1;BID;;;;;
20251107;060512.056;25284.75;;25284.75;2;BID;;;;;
20251107;060512.060;25284.75;;25284.75;3;BID;;;;;
20251107;060512.060;;25286.25;25286.25;1;ASK;;;;;
20251107;060512.060;25285.00;;25285.00;1;BID;;;;;
20251107;060512.064;25285.00;;25285.00;2;BID;;;;;
20251107;060512.076;;25286.00;25286.00;1;ASK;;;;;
20251107;060512.076;25285.00;;25285.00;1;BID;;;;;
20251107;060512.076;25284.75;;25284.75;3;BID;;;;;
20251107;060512.224;25284.75;;25284.75;2;BID;;;;;
20251107;060512.224;;25285.75;25285.75;1;ASK;;;;;
20251107;060512.224;25284.75;;25284.75;1;BID;;;;;
20251107;060512.248;25284.75;;25284.75;2;BID;;;;;
20251107;060512.248;;25286.00;25286.00;1;ASK;;;;;
20251107;060512.848;25284.75;;25284.75;1;BID;;;;;
20251107;060512.848;25284.75;;25284.75;1;BID;;;;;
20251107;060512.848;;25286.00;25286.00;2;ASK;;;;;
20251107;060512.848;;25285.75;25285.75;1;ASK;;;;;
20251107;060512.848;;25285.75;25285.75;2;ASK;;;;;
20251107;060512.848;25284.75;;25284.75;2;BID;;;;;
20251107;060512.848;;25285.75;25285.75;1;ASK;;;;;
20251107;060512.852;;25286.00;25286.00;2;ASK;;;;;
20251107;060512.852;;25286.00;25286.00;1;ASK;;;;;
20251107;060512.852;25284.75;;25284.75;1;BID;;;;;
20251107;060512.856;25284.75;;25284.75;2;BID;;;;;
20251107;060512.856;;25286.25;25286.25;1;ASK;;;;;
20251107;060512.992;;25286.00;25286.00;1;ASK;;;;;
20251107;060512.992;;25285.75;25285.75;1;ASK;;;;;
20251107;060513.192;;25286.00;25286.00;1;ASK;;;;;
20251107;060513.220;;25285.75;25285.75;1;ASK;;;;;
20251107;060513.340;;25286.00;25286.00;1;ASK;;;;;
20251107;060513.472;;25286.25;25286.25;1;ASK;;;;;
20251107;060513.504;;25286.00;25286.00;1;ASK;;;;;
