date;time;bid;ask;price;volume;side;shape
20251107;061057.284;25290.50;;25290.50;1;BID;
20251107;061057.284;25290.25;;25290.25;2;BID;
20251107;061057.284;;25291.25;25291.25;1;ASK;
20251107;061057.284;;25291.25;25291.25;2;ASK;
20251107;061057.288;;25291.25;25291.25;1;ASK;
20251107;061057.288;25290.25;;25290.25;3;BID;
20251107;061057.288;25290.25;;25290.25;2;BID;
20251107;061057.388;;25291.25;25291.25;2;ASK;
20251107;061057.388;;25291.00;25291.00;1;ASK;
20251107;061057.388;25290.25;;25290.25;1;BID;
20251107;061057.584;25290.25;;25290.25;1;BID;
20251107;061057.584;25290.00;;25290.00;5;BID;
20251107;061057.584;;25290.75;25290.75;1;ASK;
20251107;061057.584;25290.00;;25290.00;4;BID;
20251107;061057.584;25290.00;;25290.00;3;BID;
20251107;061057.584;25290.00;;25290.00;4;BID;
20251107;061057.584;25290.00;;25290.00;5;BID;
20251107;061057.584;25290.00;;25290.00;4;BID;
20251107;061057.584;25290.00;;25290.00;3;BID;
20251107;061057.676;;25291.00;25291.00;1;ASK;
20251107;061057.676;;25290.75;25290.75;1;ASK;
20251107;061057.676;;25291.00;25291.00;1;ASK;
20251107;061057.744;25290.00;;25290.00;1;BID;
20251107;061057.744;25290.00;;25290.00;2;BID;
20251107;061057.744;;25290.75;25290.75;1;ASK;
20251107;061057.832;25290.00;;25290.00;1;BID;
20251107;061057.832;25290.00;;25290.00;1;BID;
20251107;061057.832;;25290.75;25290.75;2;ASK;
20251107;061057.896;25290.00;;25290.00;1;BID;
20251107;061057.896;25289.50;;25289.50;3;BID;
20251107;061057.896;;25290.50;25290.50;1;ASK;
20251107;061057.896;25289.50;;25289.50;2;BID;
20251107;061057.896;;25290.50;25290.50;2;ASK;
20251107;061057.896;25289.50;;25289.50;3;BID;
20251107;061057.896;25289.50;;25289.50;2;BID;
20251107;061057.896;25289.50;;25289.50;3;BID;
20251107;061057.896;25289.75;;25289.75;1;BID;
20251107;061057.896;;25290.50;25290.50;1;ASK;
20251107;061057.896;25289.75;;25289.75;2;BID;
20251107;061057.896;;25290.75;25290.75;2;ASK;
20251107;061057.904;25289.75;;25289.75;3;BID;
20251107;061057.904;25290.00;;25290.00;1;BID;
20251107;061058.008;25289.75;;25289.75;2;BID;
20251107;061058.140;25289.75;;25289.75;1;BID;
20251107;061058.140;25289.75;;25289.75;1;BID;
20251107;061058.140;25289.50;;25289.50;4;BID;
20251107;061058.144;;25290.50;25290.50;1;ASK;
20251107;061058.144;;25290.50;25290.50;2;ASK;
20251107;061058.144;25289.50;;25289.50;1;BID;
20251107;061058.144;25289.50;;25289.50;3;BID;
20251107;061058.144;;25290.25;25290.25;1;ASK;
20251107;061058.144;25289.50;;25289.50;2;BID;
20251107;061058.144;25289.50;;25289.50;1;BID;
20251107;061058.144;25289.50;;25289.50;1;BID;
20251107;061058.144;25289.25;;25289.25;3;BID;
20251107;061058.144;25289.25;;25289.25;2;BID;
20251107;061058.144;25289.25;;25289.25;1;BID;
20251107;061058.144;;25290.25;25290.25;2;ASK;
20251107;061058.144;;25290.00;25290.00;1;ASK;
20251107;061058.148;25289.00;;25289.00;4;BID;
20251107;061058.156;25289.00;;25289.00;5;BID;
20251107;061058.164;;25289.75;25289.75;1;ASK;
