date;time;bid;ask;last;type;volume
20251107;080445.189;25316.00;25317.00;25316.00;Bid;1
20251107;080446.614;25315.00;25316.00;25315.00;Bid;5
20251107;080448.147;25314.00;25315.00;25314.00;Bid;1
20251107;080449.371;25315.00;25317.00;25317.00;Ask;1
20251107;080451.443;25316.00;25317.00;25316.00;Bid;1
20251107;080452.051;25316.00;25317.00;25316.00;Bid;1
20251107;080453.315;25316.00;25317.00;25316.00;Bid;1
20251107;080454.505;25316.00;25317.00;25316.00;Bid;3
20251107;080454.512;25316.00;25318.00;25318.00;Ask;1
20251107;080454.512;25316.00;25318.00;25317.00;Bid;1
20251107;080454.642;25317.00;25318.00;25317.00;Bid;1
20251107;080507.904;25313.00;25314.00;25314.00;Ask;1
20251107;080507.957;25313.00;25314.00;25314.00;Ask;1
20251107;080508.010;25313.00;25314.00;25314.00;Ask;1
20251107;080508.861;25313.00;25314.00;25313.00;Bid;1
20251107;080509.606;25314.00;25315.00;25314.00;Bid;1
20251107;080523.040;25314.00;25315.00;25314.00;Bid;1
20251107;080526.557;25315.00;25316.00;25316.00;Ask;1
20251107;080527.337;25316.00;25317.00;25317.00;Ask;1
20251107;080527.350;25316.00;25318.00;25318.00;Ask;1
20251107;080528.574;25318.00;25319.00;25319.00;Ask;1
20251107;080536.600;25319.00;25320.00;25320.00;Ask;2
20251107;080540.220;25318.00;25320.00;25318.00;Bid;1
20251107;080542.023;25317.00;25318.00;25317.00;Bid;2
20251107;080542.424;25317.00;25318.00;25317.00;Bid;1
20251107;080542.424;25317.00;25318.00;25317.00;Bid;1
20251107;080542.480;25317.00;25318.00;25317.00;Bid;1
20251107;080543.395;25315.00;25316.00;25316.00;Ask;1
20251107;080547.597;25316.00;25317.00;25317.00;Ask;2
20251107;080549.219;25315.00;25316.00;25315.00;Bid;4
20251107;080549.716;25315.00;25316.00;25315.00;Bid;4
20251107;080549.928;25315.00;25316.00;25315.00;Bid;4
20251107;080549.933;25315.00;25316.00;25316.00;Ask;2
20251107;080550.356;25315.00;25316.00;25316.00;Ask;1
20251107;080550.903;25315.00;25316.00;25315.00;Bid;5
20251107;080550.920;25315.00;25316.00;25315.00;Bid;4
20251107;080551.152;25315.00;25316.00;25316.00;Ask;1
20251107;080551.436;25314.00;25316.00;25316.00;Ask;2
20251107;080616.896;25317.00;25318.00;25318.00;Ask;2
20251107;080616.931;25317.00;25318.00;25318.00;Ask;2
20251107;080617.125;25317.00;25318.00;25318.00;Ask;1
20251107;080630.207;25322.00;25323.00;25323.00;Ask;2
20251107;080630.306;25322.00;25323.00;25323.00;Ask;3
20251107;080702.045;25322.00;25323.00;25323.00;Ask;1
20251107;080705.747;25322.00;25323.00;25323.00;Ask;2
20251107;080713.357;25324.00;25325.00;25324.00;Bid;2
20251107;080713.377;25324.00;25325.00;25324.00;Bid;3
20251107;080713.904;25325.00;25326.00;25326.00;Ask;1
20251107;080715.070;25325.00;25326.00;25325.00;Bid;2
20251107;080715.148;25325.00;25326.00;25325.00;Bid;1
20251107;080715.881;25325.00;25326.00;25326.00;Ask;3
20251107;080715.884;25325.00;25326.00;25325.00;Bid;1
20251107;080721.034;25323.00;25324.00;25323.00;Bid;1
20251107;080722.204;25323.00;25324.00;25324.00;Ask;2
20251107;080723.425;25323.00;25324.00;25324.00;Ask;1
20251107;080724.117;25323.00;25324.00;25323.00;Bid;1
20251107;080725.970;25324.00;25325.00;25325.00;Ask;1
20251107;080726.070;25324.00;25325.00;25325.00;Ask;2
20251107;080726.105;25324.00;25325.00;25325.00;Ask;1
20251107;080726.373;25324.00;25325.00;25324.00;Bid;1
20251107;080726.946;25324.00;25325.00;25324.00;Bid;1
20251107;080727.446;25325.00;25326.00;25325.00;Bid;1
20251107;080728.426;25325.00;25327.00;25327.00;Ask;1
20251107;080729.032;25327.00;25328.00;25328.00;Ask;1
20251107;080732.676;25326.00;25327.00;25326.00;Bid;1
20251107;080732.815;25326.00;25327.00;25326.00;Bid;1
20251107;080732.815;25326.00;25327.00;25327.00;Ask;1
20251107;080732.930;25326.00;25327.00;25327.00;Ask;2
20251107;080733.215;25326.00;25327.00;25327.00;Ask;2
20251107;080736.163;25326.00;25327.00;25326.00;Bid;1
20251107;080736.163;25326.00;25327.00;25327.00;Ask;1
20251107;080737.682;25327.00;25328.00;25328.00;Ask;1
20251107;080738.777;25328.00;25329.00;25329.00;Ask;1
