date;time;bid;ask;last;type;volume
20251107;015456.570;25348;25349;25348;Bid;1
20251107;015501.748;25346;25347;25347;Ask;1
20251107;015505.955;25346;25347;25347;Ask;2
20251107;015522.438;25343;25344;25343;Bid;2
20251107;015522.836;25343;25344;25344;Ask;1
20251107;015522.836;25343;25344;25344;Ask;1
20251107;015522.865;25343;25344;25344;Ask;2
20251107;015523.247;25343;25344;25343;Bid;1
20251107;015523.247;25343;25344;25343;Bid;1
20251107;015523.397;25343;25344;25344;Ask;2
20251107;015523.618;25343;25344;25344;Ask;2
20251107;015524.056;25343;25344;25344;Ask;2
20251107;015524.991;25343;25344;25344;Ask;2
20251107;015525.788;25343;25344;25344;Ask;1
20251107;015525.969;25343;25344;25344;Ask;3
20251107;015525.969;25343;25344;25343;Bid;2
20251107;015526.023;25343;25344;25344;Ask;2
20251107;015526.927;25343;25344;25344;Ask;1
20251107;015527.654;25343;25344;25344;Ask;1
20251107;015529.451;25342;25343;25343;Ask;1
20251107;015529.650;25342;25343;25343;Ask;1
20251107;015544.685;25342;25343;25343;Ask;1
20251107;015545.924;25342;25343;25343;Ask;3
20251107;015545.924;25342;25343;25343;Ask;1
20251107;015545.976;25342;25343;25343;Ask;1
20251107;015546.083;25342;25343;25343;Ask;1
20251107;015546.157;25342;25343;25343;Ask;1
20251107;015546.197;25342;25343;25343;Ask;2
20251107;015553.063;25342;25343;25342;Bid;1
20251107;015553.552;25342;25343;25343;Ask;1
20251107;015555.849;25342;25343;25342;Bid;1
20251107;015556.308;25342;25343;25343;Ask;1
20251107;015556.503;25342;25343;25342;Bid;1
20251107;015557.617;25342;25343;25342;Bid;1
20251107;015606.267;25344;25345;25345;Ask;1
20251107;015619.131;25345;25346;25346;Ask;2
20251107;015636.028;25345;25346;25345;Bid;1
20251107;015637.061;25344;25345;25345;Ask;2
20251107;015640.867;25341;25342;25341;Bid;3
20251107;015643.128;25338;25339;25338;Bid;1
20251107;015643.128;25338;25339;25338;Bid;1
20251107;015643.750;25336;25337;25337;Ask;1
20251107;015644.479;25336;25337;25336;Bid;1
20251107;015644.479;25336;25337;25336;Bid;1
20251107;015644.479;25336;25337;25336;Bid;1
20251107;015645.419;25336;25337;25336;Bid;4
20251107;015647.567;25334;25336;25336;Ask;1
20251107;015647.596;25334;25335;25335;Ask;3
20251107;015647.596;25334;25335;25334;Bid;3
20251107;015647.596;25334;25335;25335;Ask;1
20251107;015647.712;25334;25335;25335;Ask;3
20251107;015647.712;25334;25335;25334;Bid;2
20251107;015647.899;25333;25334;25334;Ask;2
20251107;015652.366;25332;25333;25333;Ask;2
20251107;015653.078;25330;25331;25330;Bid;4
20251107;015653.078;25330;25331;25331;Ask;1
20251107;015653.078;25330;25331;25331;Ask;1
20251107;015653.807;25330;25331;25331;Ask;2
20251107;015656.379;25330;25331;25331;Ask;1
20251107;015659.712;25330;25331;25331;Ask;2
20251107;015659.907;25330;25331;25331;Ask;1
20251107;015705.383;25328;25329;25329;Ask;1
20251107;015705.383;25328;25329;25329;Ask;1
20251107;015705.383;25328;25329;25329;Ask;1
20251107;015705.384;25328;25329;25329;Ask;1
20251107;015705.384;25328;25329;25329;Ask;1
20251107;015705.405;25331;25332;25331;Bid;2
20251107;015705.405;25331;25332;25331;Bid;1
20251107;015708.752;25333;25334;25334;Ask;1
20251107;015708.912;25333;25334;25333;Bid;1
20251107;015710.424;25333;25334;25334;Ask;1
20251107;015710.407;25333;25334;25334;Ask;1
20251107;015710.424;25333;25334;25334;Ask;1
20251107;015710.776;25333;25334;25333;Bid;1
20251107;015710.776;25333;25334;25334;Ask;1
20251107;015711.135;25333;25334;25333;Bid;1
20251107;015711.228;25333;25334;25333;Bid;2
20251107;015711.301;25333;25334;25333;Bid;2
20251107;015711.301;25333;25334;25334;Ask;1
20251107;015715.075;25333;25334;25333;Bid;2
20251107;015715.125;25333;25334;25334;Ask;3
