date;time;bid;ask;price;volume;side;shape;order_type;entry_price;exit_price;exit_tag
20251107;075400.008;25308.50;;25308.50;3;BID;;;;;
20251107;075400.008;25308.75;;25308.75;1;BID;;;;;
20251107;075400.024;;25310.00;25310.00;1;ASK;;;;;
20251107;075400.024;;25310.00;25310.00;1;ASK;;;;;
20251107;075400.024;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.024;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.024;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.024;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.024;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.024;25308.75;;25308.75;2;BID;;;;;
20251107;075400.024;25308.75;;25308.75;3;BID;;;;;
20251107;075400.024;25308.75;;25308.75;4;BID;;;;;
20251107;075400.024;25308.75;;25308.75;5;BID;;;;;
20251107;075400.024;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.024;25309.00;;25309.00;1;BID;;;;;
20251107;075400.024;25309.00;;25309.00;2;BID;;;;;
20251107;075400.028;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.028;25309.00;;25309.00;3;BID;;;;;
20251107;075400.028;25309.00;;25309.00;4;BID;;;;;
20251107;075400.028;25309.00;;25309.00;5;BID;;;;;
20251107;075400.028;25309.25;;25309.25;1;BID;;;;;
20251107;075400.028;25309.25;;25309.25;2;BID;;;;;
20251107;075400.028;25309.25;;25309.25;3;BID;;;;;
20251107;075400.028;25309.25;;25309.25;2;BID;;;;;
20251107;075400.028;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.028;25309.25;;25309.25;1;BID;;;;;
20251107;075400.028;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.028;;25311.00;25311.00;2;ASK;;;;;
20251107;075400.028;25309.25;;25309.25;2;BID;;;;;
20251107;075400.028;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.028;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.028;25309.25;;25309.25;1;BID;;;;;
20251107;075400.028;;25310.75;25310.75;3;ASK;;;;;
20251107;075400.028;25309.00;;25309.00;5;BID;;;;;
20251107;075400.028;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.028;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.028;25309.00;;25309.00;4;BID;;;;;
20251107;075400.028;25309.00;;25309.00;3;BID;;;;;
20251107;075400.028;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.032;;25310.50;25310.50;3;ASK;;;;;
20251107;075400.032;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.032;25309.00;;25309.00;2;BID;;;;;
20251107;075400.032;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.064;25309.00;;25309.00;1;BID;;;;;
20251107;075400.064;;25310.25;25310.25;2;ASK;;;;;
20251107;075400.112;;25310.00;25310.00;1;ASK;;;;;
20251107;075400.112;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.208;;25310.50;25310.50;3;ASK;;;;;
20251107;075400.208;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.208;25309.25;;25309.25;1;BID;;;;;
20251107;075400.208;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.208;25309.00;;25309.00;1;BID;;;;;
20251107;075400.208;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.208;25309.00;;25309.00;2;BID;;;;;
20251107;075400.208;25309.00;;25309.00;1;BID;;;;;
20251107;075400.232;25309.00;;25309.00;2;BID;;;;;
20251107;075400.236;25309.25;;25309.25;1;BID;;;;;
20251107;075400.260;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.288;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.292;25309.00;;25309.00;1;BID;;;;;
20251107;075400.320;25309.00;;25309.00;2;BID;;;;;
20251107;075400.320;25309.00;;25309.00;3;BID;;;;;
20251107;075400.320;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.320;25309.25;;25309.25;1;BID;;;;;
20251107;075400.388;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.532;25309.00;;25309.00;2;BID;;;;;
20251107;075400.532;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.532;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.532;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.564;25309.25;;25309.25;1;BID;;;;;
20251107;075400.616;25309.00;;25309.00;2;BID;;;;;
20251107;075400.648;25309.00;;25309.00;3;BID;;;;;
20251107;075400.648;25309.25;;25309.25;1;BID;;;;;
20251107;075400.648;25309.25;;25309.25;2;BID;;;;;
20251107;075400.648;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.648;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.652;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.672;25309.50;;25309.50;1;BID;;;;;
20251107;075400.672;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.716;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.724;25309.25;;25309.25;2;BID;;;;;
20251107;075400.724;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.744;25309.25;;25309.25;3;BID;;;;;
20251107;075400.744;25309.50;;25309.50;1;BID;;;;;
20251107;075400.772;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.780;25309.25;;25309.25;2;BID;;;;;
20251107;075400.780;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.780;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.784;;25310.75;25310.75;1;ASK;;;;;
20251107;075400.796;;25310.75;25310.75;2;ASK;;;;;
20251107;075400.820;25309.25;;25309.25;1;BID;;;;;
20251107;075400.820;25309.25;;25309.25;1;BID;;;;;
20251107;075400.820;25309.00;;25309.00;1;BID;;;;;
20251107;075400.820;25309.00;;25309.00;2;BID;;;;;
20251107;075400.820;;25310.50;25310.50;1;ASK;;;;;
20251107;075400.820;;25310.50;25310.50;2;ASK;;;;;
20251107;075400.820;25309.00;;25309.00;1;BID;;;;;
20251107;075400.820;;25310.50;25310.50;3;ASK;;;;;
20251107;075400.820;;25310.50;25310.50;4;ASK;;;;;
20251107;075400.820;25308.75;;25308.75;2;BID;;;;;
20251107;075400.820;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.828;25308.75;;25308.75;1;BID;;;;;
20251107;075400.828;25308.50;;25308.50;4;BID;;;;;
20251107;075400.828;25308.50;;25308.50;3;BID;;;;;
20251107;075400.828;;25310.00;25310.00;1;ASK;;;;;
20251107;075400.836;;25309.75;25309.75;1;ASK;;;;;
20251107;075400.836;25308.50;;25308.50;2;BID;;;;;
20251107;075400.836;25308.50;;25308.50;3;BID;;;;;
20251107;075400.836;;25309.75;25309.75;1;ASK;;;;;
20251107;075400.836;;25310.25;25310.25;1;ASK;;;;;
20251107;075400.836;;25310.50;25310.50;4;ASK;;;;;
