date;time;bid;ask;price;volume;side;shape
20251110;132916.447;;25517.00;25517.00;1;ASK;
20251110;132916.447;;;25516.25;1;BETWEEN;
20251110;132916.752;;;25516.75;2;BETWEEN;
20251110;132916.752;25515.75;;25515.75;1;BID;
20251110;132916.776;;25516.75;25516.75;1;ASK;
20251110;132916.776;;;25516.00;1;BETWEEN;
20251110;132916.864;25515.50;;25515.50;4;BID;
20251110;132916.894;;;25516.50;1;BETWEEN;
20251110;132916.894;;;25515.75;1;BETWEEN;
20251110;132917.342;;25517.00;25517.00;2;ASK;
20251110;132917.342;;;25516.00;1;BETWEEN;
20251110;132917.370;;;25516.75;1;BETWEEN;
20251110;132917.370;25515.75;;25515.75;2;BID;
20251110;132917.379;;;25516.00;1;BETWEEN;
20251110;132917.624;;;25516.50;1;BETWEEN;
20251110;132917.624;25515.75;;25515.75;2;BID;
20251110;132917.625;25515.75;;25515.75;1;BID;
20251110;132917.941;;25516.75;25516.75;1;ASK;
20251110;132918.072;;;25516.50;1;BETWEEN;
20251110;132918.390;;;25516.00;1;BETWEEN;
20251110;132918.390;25515.25;;25515.25;1;BID;
20251110;132918.367;;25516.25;25516.25;1;ASK;
20251110;132918.367;;;25515.75;1;BETWEEN;
20251110;132918.367;25515.75;;25515.75;1;BID;
20251110;132918.368;;25516.25;25516.25;3;ASK;
20251110;132918.368;25515.50;;25515.50;1;BID;
20251110;132918.368;25515.50;;25515.50;1;BID;
20251110;132918.390;;;25516.00;1;BETWEEN;
20251110;132918.390;25515.25;;25515.25;1;BID;
20251110;132918.412;;25516.00;25516.00;2;ASK;
20251110;132918.412;25515.00;;25515.00;1;BID;
20251110;132918.434;;25516.00;25516.00;1;ASK;
20251110;132918.833;;;25515.25;1;BETWEEN;
20251110;132918.835;25515.00;;25515.00;1;BID;
20251110;132919.889;;;25515.75;1;BETWEEN;
20251110;132920.158;;;25515.50;1;BETWEEN;
20251110;132920.158;25514.75;;25514.75;1;BID;
20251110;132920.181;;;25515.25;1;BETWEEN;
20251110;132920.181;25514.25;;25514.25;1;BID;
20251110;132920.157;;25515.50;25515.50;1;ASK;
20251110;132920.157;;;25515.00;1;BETWEEN;
20251110;132920.157;25515.00;;25515.00;1;BID;
20251110;132920.181;;;25515.25;1;BETWEEN;
20251110;132920.181;25514.25;;25514.25;1;BID;
20251110;132920.217;;;25515.00;1;BETWEEN;
20251110;132920.432;25514.00;;25514.00;3;BID;
20251110;132920.509;;;25514.25;1;BETWEEN;
20251110;132920.510;;25515.25;25515.25;1;ASK;
20251110;132920.510;;;25514.50;1;BETWEEN;
20251110;132920.599;;;25515.00;3;BETWEEN;
20251110;132920.599;25514.25;;25514.25;1;BID;
20251110;132920.611;;25515.25;25515.25;2;ASK;
20251110;132920.598;;25515.25;25515.25;1;ASK;
20251110;132920.598;;;25514.50;1;BETWEEN;
20251110;132920.598;25514.50;;25514.50;1;BID;
20251110;132920.598;25514.25;;25514.25;1;BID;
20251110;132920.598;25514.25;;25514.25;1;BID;
20251110;132920.611;;25515.25;25515.25;2;ASK;
20251110;132920.611;25514.25;;25514.25;1;BID;
20251110;132920.663;;;25515.00;1;BETWEEN;
20251110;132920.714;;25515.25;25515.25;1;ASK;
20251110;132920.764;;;25515.00;1;BETWEEN;
20251110;132921.003;;25515.25;25515.25;1;ASK;
20251110;132921.031;;;25515.00;1;BETWEEN;
20251110;132921.278;25514.00;;25514.00;3;BID;
20251110;132921.280;;25515.25;25515.25;1;ASK;
20251110;132921.280;;;25514.25;1;BETWEEN;
20251110;132921.328;;;25515.00;1;BETWEEN;
20251110;132921.432;;25515.25;25515.25;1;ASK;
20251110;132921.432;;;25514.50;1;BETWEEN;
20251110;132921.673;;;25515.00;1;BETWEEN;
20251110;132921.673;25514.25;;25514.25;1;BID;
20251110;132921.675;;25515.50;25515.50;2;ASK;
20251110;132921.675;;;25514.50;1;BETWEEN;
20251110;132921.675;;25515.50;25515.50;1;ASK;
20251110;132921.675;;25515.50;25515.50;1;ASK;
20251110;132921.891;;;25515.00;1;BETWEEN;
20251110;132921.891;25514.00;;25514.00;3;BID;
20251110;132921.911;;;25514.25;1;BETWEEN;
20251110;132921.957;;25515.00;25515.00;2;ASK;
20251110;132921.957;25514.00;;25514.00;3;BID;
20251110;132921.969;25514.00;;25514.00;2;BID;
20251110;132922.606;;25515.00;25515.00;1;ASK;
20251110;132922.606;;;25514.25;1;BETWEEN;
20251110;132922.700;;;25514.75;1;BETWEEN;
20251110;132922.700;25514.00;;25514.00;2;BID;
20251110;132923.162;;25515.00;25515.00;1;ASK;
20251110;132923.328;;;25514.75;1;BETWEEN;
20251110;132923.750;;25515.00;25515.00;1;ASK;
20251110;132923.932;;;25514.75;1;BETWEEN;
20251110;132924.410;25514.00;;25514.00;1;BID;
20251110;132924.442;;25515.00;25515.00;2;ASK;
20251110;132924.442;;;25514.25;1;BETWEEN;
20251110;132924.410;;;25514.75;1;BETWEEN;
20251110;132924.410;25514.00;;25514.00;2;BID;
20251110;132924.410;25514.00;;25514.00;1;BID;
20251110;132924.442;;25515.00;25515.00;2;ASK;
20251110;132924.442;;;25514.25;1;BETWEEN;
20251110;132924.465;;;25514.75;1;BETWEEN;
20251110;132924.465;25514.00;;25514.00;1;BID;
20251110;132924.496;;;25514.50;1;BETWEEN;
20251110;132924.496;25513.75;;25513.75;1;BID;
20251110;132924.462;;;25514.25;1;BETWEEN;
20251110;132924.462;;;25514.00;1;BETWEEN;
20251110;132924.462;25514.00;;25514.00;1;BID;
20251110;132924.462;25513.75;;25513.75;1;BID;
20251110;132924.462;;25514.25;25514.25;1;ASK;
20251110;132924.496;;25514.50;25514.50;1;ASK;
20251110;132924.522;;;25514.25;1;BETWEEN;
20251110;132924.522;25513.50;;25513.50;2;BID;
20251110;132924.575;25513.50;;25513.50;2;BID;
20251110;132924.585;25513.50;;25513.50;1;BID;
20251110;132924.585;;25514.25;25514.25;1;ASK;
20251110;132924.589;;25514.50;25514.50;1;ASK;
20251110;132924.629;;;25514.00;1;BETWEEN;
20251110;132924.629;25513.25;;25513.25;1;BID;
20251110;132924.660;;25514.25;25514.25;1;ASK;
20251110;132924.660;;;25513.50;1;BETWEEN;
20251110;132924.719;25513.25;;25513.25;1;BID;
20251110;132924.781;;;25514.00;1;BETWEEN;
20251110;132925.512;25513.00;;25513.00;12;BID;
20251110;132925.652;;;25513.25;1;BETWEEN;
20251110;132925.812;;25514.25;25514.25;2;ASK;
20251110;132925.839;;;25514.00;1;BETWEEN;
20251110;132925.839;25513.25;;25513.25;2;BID;
20251110;132926.152;25513.25;;25513.25;1;BID;
20251110;132926.220;;25514.75;25514.75;2;ASK;
20251110;132926.220;;;25514.00;1;BETWEEN;
20251110;132926.291;;;25514.50;1;BETWEEN;
20251110;132926.336;;25514.75;25514.75;2;ASK;
20251110;132926.530;;;25514.50;1;BETWEEN;
20251110;132926.568;;25514.75;25514.75;1;ASK;
20251110;132926.560;;;25514.50;1;BETWEEN;
20251110;132926.560;;25514.50;25514.50;1;ASK;
20251110;132926.568;;25514.75;25514.75;1;ASK;
20251110;132927.458;;;25514.50;1;BETWEEN;
20251110;132927.462;;;25514.25;1;BETWEEN;
20251110;132927.462;25513.50;;25513.50;1;BID;
20251110;132927.461;;25514.50;25514.50;1;ASK;
20251110;132927.461;;;25514.00;1;BETWEEN;
20251110;132927.461;25514.00;;25514.00;1;BID;
20251110;132927.462;;;25514.25;1;BETWEEN;
20251110;132927.462;25513.50;;25513.50;1;BID;
20251110;132927.530;;25514.50;25514.50;1;ASK;
20251110;132927.530;;;25513.75;1;BETWEEN;
20251110;132927.571;;;25514.25;1;BETWEEN;
20251110;132927.571;25513.50;;25513.50;1;BID;
20251110;132927.857;;25514.50;25514.50;3;ASK;
20251110;132927.881;;25514.50;25514.50;1;ASK;
