date;time;bid;ask;price;volume;side;shape
20251107;211647.382;;25102.25;25102.25;1;ASK;
20251107;211647.474;25101.50;;25101.50;2;BID;
20251107;211647.382;;25102.00;25102.00;1;ASK;
20251107;211647.562;25101.25;;25101.25;4;BID;
20251107;211647.583;;;25101.50;2;BETWEEN;
20251107;211647.583;25101.00;;25101.00;1;BID;
20251107;211647.583;25101.00;;25101.00;1;BID;
20251107;211647.586;;;25101.25;1;BETWEEN;
20251107;211647.586;25100.25;;25100.25;4;BID;
20251107;211647.593;;;25100.50;1;BETWEEN;
20251107;211647.636;;25101.75;25101.75;2;ASK;
20251107;211647.636;;;25101.00;1;BETWEEN;
20251107;211647.625;;;25101.50;1;BETWEEN;
20251107;211647.625;25101.00;;25101.00;2;BID;
20251107;211647.625;;25101.50;25101.50;1;ASK;
20251107;211647.643;;25101.75;25101.75;2;ASK;
20251107;211647.643;25101.00;;25101.00;1;BID;
20251107;211647.643;25101.00;;25101.00;1;BID;
20251107;211647.655;;25101.75;25101.75;3;ASK;
20251107;211647.742;25100.75;;25100.75;2;BID;
20251107;211647.770;;;25101.00;1;BETWEEN;
20251107;211647.799;;25101.75;25101.75;1;ASK;
20251107;211647.830;;25102.25;25102.25;3;ASK;
20251107;211647.830;;;25101.50;1;BETWEEN;
20251107;211647.864;;25102.75;25102.75;3;ASK;
20251107;211647.864;;;25102.00;3;BETWEEN;
20251107;211647.887;25102.00;;25102.00;4;BID;
20251107;211647.911;;25102.75;25102.75;1;ASK;
20251107;211647.911;;;25102.25;1;BETWEEN;
20251107;211647.989;;25103.00;25103.00;4;ASK;
20251107;211647.989;;;25102.50;1;BETWEEN;
20251107;211647.988;;;25102.75;1;BETWEEN;
20251107;211647.988;25102.25;;25102.25;1;BID;
20251107;211647.988;;25102.75;25102.75;1;ASK;
20251107;211647.990;;25103.00;25103.00;2;ASK;
20251107;211647.990;;;25102.50;1;BETWEEN;
20251107;211647.990;25102.50;;25102.50;1;BID;
20251107;211647.990;;25103.00;25103.00;1;ASK;
20251107;211647.990;25102.25;;25102.25;1;BID;
20251107;211647.990;25102.25;;25102.25;1;BID;
20251107;211648.001;;;25102.50;1;BETWEEN;
20251107;211648.001;25101.75;;25101.75;2;BID;
20251107;211648.046;;25102.50;25102.50;3;ASK;
20251107;211648.046;25101.50;;25101.50;2;BID;
20251107;211648.024;;25102.50;25102.50;1;ASK;
20251107;211648.024;;;25101.75;2;BETWEEN;
20251107;211648.024;;25102.50;25102.50;1;ASK;
20251107;211648.046;;25102.50;25102.50;3;ASK;
20251107;211648.046;25101.50;;25101.50;2;BID;
20251107;211648.069;;25103.00;25103.00;1;ASK;
20251107;211648.069;;;25102.25;1;BETWEEN;
20251107;211648.088;;25103.00;25103.00;2;ASK;
20251107;211648.088;25102.25;;25102.25;2;BID;
20251107;211648.142;25102.25;;25102.25;1;BID;
20251107;211648.222;25102.00;;25102.00;2;BID;
20251107;211648.251;;25103.25;25103.25;1;ASK;
20251107;211648.251;;;25102.50;2;BETWEEN;
20251107;211648.238;;;25103.00;1;BETWEEN;
20251107;211648.238;25102.25;;25102.25;1;BID;
20251107;211648.238;;25103.00;25103.00;1;ASK;
20251107;211648.251;;25103.25;25103.25;1;ASK;
20251107;211648.251;;;25102.50;2;BETWEEN;
20251107;211648.303;;25103.25;25103.25;3;ASK;
20251107;211648.303;25102.25;;25102.25;1;BID;
20251107;211648.378;;;25103.00;2;BETWEEN;
20251107;211648.407;;;25102.75;1;BETWEEN;
20251107;211648.407;25102.00;;25102.00;1;BID;
20251107;211648.438;;;25102.50;1;BETWEEN;
20251107;211648.438;25101.75;;25101.75;1;BID;
20251107;211648.446;;25102.50;25102.50;3;ASK;
20251107;211648.492;;;25102.25;1;BETWEEN;
20251107;211648.492;25101.50;;25101.50;2;BID;
20251107;211648.500;;25102.50;25102.50;3;ASK;
20251107;211648.561;;25102.50;25102.50;2;ASK;
20251107;211648.561;;;25101.75;2;BETWEEN;
20251107;211648.586;;25102.50;25102.50;1;ASK;
20251107;211648.586;25101.75;;25101.75;1;BID;
20251107;211648.628;;25102.50;25102.50;1;ASK;
20251107;211648.630;;25102.75;25102.75;2;ASK;
20251107;211648.630;;;25102.00;3;BETWEEN;
20251107;211648.630;;25102.75;25102.75;1;ASK;
20251107;211648.630;;25102.75;25102.75;1;ASK;
20251107;211648.646;;25103.50;25103.50;1;ASK;
20251107;211648.646;;;25102.75;1;BETWEEN;
20251107;211648.730;;;25103.25;1;BETWEEN;
20251107;211648.730;25102.50;;25102.50;2;BID;
