date;time;bid;ask;price;volume;side;shape;order_type;entry_price;exit_price;exit_tag
20251031;050218.844;;26194.75;26194.75;1;ASK;;;;;
20251031;050220.172;26194.00;;26194.00;4;BID;;;;;
20251031;050220.172;;26195.00;26195.00;10;ASK;;;;;
20251031;050220.172;26194.25;;26194.25;1;BID;;;;;
20251031;050220.172;;26195.00;26195.00;9;ASK;;;;;
20251031;050220.172;;26195.00;26195.00;8;ASK;;;;;
20251031;050220.300;26194.25;;26194.25;2;BID;;;;;
20251031;050222.320;;26195.00;26195.00;1;ASK;;;;;
20251031;050222.320;;26195.00;26195.00;7;ASK;;;;;
20251031;050222.320;26194.50;;26194.50;1;BID;;;;;
20251031;050222.320;26194.25;;26194.25;1;BID;;;;;
20251031;050222.356;26194.00;;26194.00;4;BID;;;;;
20251031;050222.356;26194.00;;26194.00;3;BID;;;;;
20251031;050222.356;;26194.75;26194.75;1;ASK;;;;;
20251031;050222.356;26194.00;;26194.00;2;BID;;;;;
20251031;050222.356;;26195.00;26195.00;7;ASK;;;;;
20251031;050222.360;26194.00;;26194.00;3;BID;;;;;
20251031;050222.360;26194.00;;26194.00;4;BID;;;;;
20251031;050222.360;26194.25;;26194.25;1;BID;;;;;
20251031;050222.880;26194.00;;26194.00;3;BID;;;;;
20251031;050222.880;;26194.75;26194.75;1;ASK;;;;;
20251031;050222.880;26194.00;;26194.00;2;BID;;;;;
20251031;050223.144;;26195.00;26195.00;7;ASK;;;;;
20251031;050223.144;26194.00;;26194.00;3;BID;;;;;
20251031;050223.144;26194.25;;26194.25;1;BID;;;;;
20251031;050223.148;26194.25;;26194.25;2;BID;;;;;
20251031;050223.292;26194.50;;26194.50;1;BID;;;;;
20251031;050223.296;;26195.00;26195.00;1;ASK;;;;;
20251031;050223.296;;26195.00;26195.00;6;ASK;;;;;
20251031;050223.296;26194.50;;26194.50;2;BID;;;;;
20251031;050223.296;26194.50;;26194.50;3;BID;;;;;
20251031;050223.296;26194.50;;26194.50;2;BID;;;;;
20251031;050223.300;26194.50;;26194.50;1;BID;;;;;
20251031;050223.744;26194.50;;26194.50;1;BID;;;;;
20251031;050223.744;26194.25;;26194.25;3;BID;;;;;
20251031;050223.744;26194.25;;26194.25;2;BID;;;;;
20251031;050223.744;26194.25;;26194.25;1;BID;;;;;
20251031;050223.752;26194.25;;26194.25;2;BID;;;;;
20251031;050224.148;26194.50;;26194.50;1;BID;;;;;
20251031;050225.260;26194.25;;26194.25;2;BID;;;;;
20251031;050225.260;26194.25;;26194.25;1;BID;;;;;
20251031;050225.260;26194.00;;26194.00;4;BID;;;;;
20251031;050225.260;;26194.75;26194.75;1;ASK;;;;;
20251031;050225.260;26194.00;;26194.00;3;BID;;;;;
20251031;050225.260;;26195.00;26195.00;6;ASK;;;;;
20251031;050225.260;26194.25;;26194.25;1;BID;;;;;
20251031;050225.260;26194.00;;26194.00;4;BID;;;;;
20251031;050225.264;26194.25;;26194.25;1;BID;;;;;
20251031;050225.272;26194.25;;26194.25;2;BID;;;;;
20251031;050225.364;26194.50;;26194.50;1;BID;;;;;
20251031;050225.364;26194.25;;26194.25;2;BID;;;;;
20251031;050225.368;26194.25;;26194.25;1;BID;;;;;
