timestamp;shape;close_price;previous_close;price_change;price_change_pct;total_bid;total_ask;bid_ask_ratio;num_price_levels;lower_bid_volume;upper_ask_volume;max_lower_bid;max_upper_ask;bid_concentration;ask_concentration
2025-10-09 18:00:03.696;p_shape;25266,75;25266,5;0,25;0,0009894524370213525;65,0;56,0;1,1607142857142858;15;32,0;56,0;11,0;22,0;0,49230769230769234;1,0
2025-10-09 18:00:03.836;p_shape;25266,5;25266,25;0,25;0,0009894622272794737;67,0;58,0;1,1551724137931034;15;32,0;58,0;11,0;24,0;0,47761194029850745;1,0
2025-10-09 18:00:04.004;p_shape;25266,75;25266,5;0,25;0,0009894524370213525;68,0;59,0;1,152542372881356;15;32,0;59,0;11,0;25,0;0,47058823529411764;1,0
2025-10-09 18:00:04.200;p_shape;25266,25;25266,0;0,25;0,0009894720177313387;72,0;59,0;1,2203389830508475;15;32,0;59,0;11,0;25,0;0,4444444444444444;1,0
2025-10-09 18:00:04.652;p_shape;25266,5;25266,25;0,25;0,0009894622272794737;73,0;59,0;1,2372881355932204;15;32,0;59,0;11,0;25,0;0,4383561643835616;1,0
2025-10-09 18:00:04.760;p_shape;25267,0;25266,5;0,5;0,001978904874042705;77,0;59,0;1,305084745762712;16;32,0;59,0;11,0;25,0;0,4155844155844156;1,0
2025-10-09 18:00:04.804;p_shape;25267,75;25267,0;0,75;0,002968298571258954;77,0;60,0;1,2833333333333334;17;39,0;60,0;11,0;25,0;0,5064935064935064;1,0
2025-10-09 18:00:05.084;p_shape;25268,0;25267,75;0,25;0,000989403488636701;77,0;60,0;1,2833333333333334;17;49,0;49,0;11,0;25,0;0,6363636363636364;0,8166666666666667
2025-10-09 18:00:05.356;p_shape;25268,25;25268,0;0,25;0,0009893936995409214;52,0;48,0;1,0833333333333333;12;44,0;41,0;11,0;25,0;0,8461538461538461;0,8541666666666666
2025-10-09 18:00:05.632;p_shape;25268,5;25268,25;0,25;0,000989383910638845;55,0;43,0;1,2790697674418605;13;47,0;41,0;11,0;25,0;0,8545454545454545;0,9534883720930233
2025-10-09 18:00:33.120;p_shape;25271,75;25271,25;0,5;0,0019785329178414208;46,0;53,0;0,8679245283018868;13;27,0;46,0;9,0;22,0;0,5869565217391305;0,8679245283018868
