timestamp;shape;close_price;previous_close;price_change;price_change_pct;total_bid;total_ask;bid_ask_ratio;num_price_levels;lower_bid_volume;upper_ask_volume;max_lower_bid;max_upper_ask;bid_concentration;ask_concentration
2025-10-20 18:10:33.500;d_shape;25309,25;25311,25;-2,0;-0,00790162477159366;33,0;11,0;3,0;13;26,0;8,0;20,0;3,0;0,7878787878787878;0,7272727272727273
2025-10-20 18:10:34.500;d_shape;25308,5;25309,25;-0,75;-0,002963343441627073;35,0;17,0;2,0588235294117645;17;26,0;9,0;20,0;3,0;0,7428571428571429;0,5294117647058824
2025-10-20 18:10:35.500;d_shape;25308,0;25308,5;-0,5;-0,001975620838848608;34,0;20,0;1,7;16;25,0;9,0;20,0;3,0;0,7352941176470589;0,45
2025-10-20 18:16:10.500;p_shape;25309,25;25309,0;0,25;0,0009877909044213522;33,0;61,0;0,5409836065573771;11;10,0;45,0;9,0;20,0;0,30303030303030304;0,7377049180327869
2025-10-20 18:19:44.500;p_shape;25318,25;25318,0;0,25;0,0009874397661742633;124,0;64,0;1,9375;18;38,0;47,0;7,0;24,0;0,3064516129032258;0,734375
2025-10-20 18:20:36.500;d_shape;25310,5;25311,75;-1,25;-0,004938417928432448;53,0;101,0;0,5247524752475248;16;44,0;33,0;27,0;9,0;0,8301886792452831;0,32673267326732675
2025-10-20 18:20:42.500;d_shape;25308,0;25308,25;-0,25;-0,0009878201772149397;106,0;110,0;0,9636363636363636;19;102,0;53,0;59,0;9,0;0,9622641509433962;0,4818181818181818
2025-10-20 18:20:43.500;d_shape;25307,75;25308,0;-0,25;-0,0009878299351983562;114,0;116,0;0,9827586206896551;19;111,0;50,0;59,0;9,0;0,9736842105263158;0,43103448275862066
2025-10-20 18:25:29.500;p_shape;25309,25;25307,75;1,5;0,005927038160247355;127,0;91,0;1,3956043956043955;17;63,0;75,0;14,0;63,0;0,49606299212598426;0,8241758241758241
2025-10-20 18:25:41.500;p_shape;25305,25;25304,5;0,75;0,0029638997016340966;66,0;116,0;0,5689655172413793;11;31,0;108,0;10,0;42,0;0,4696969696969697;0,9310344827586207
