index;timestamp;price;type;direction;confirmed
836;2025-10-09 19:57:00;25212,25;PICO;up;True
837;2025-10-09 19:58:00;25203,75;VALLE;down;True
839;2025-10-09 19:59:00;25218,25;PICO;up;True
840;2025-10-09 20:00:00;25203,25;VALLE;down;True
840;2025-10-09 20:01:00;25219,0;PICO;up;True
842;2025-10-09 20:02:00;25201,25;VALLE;down;True
842;2025-10-09 20:03:00;25212,25;PICO;up;True
844;2025-10-09 20:04:00;25194,5;VALLE;down;True
844;2025-10-09 20:05:00;25202,75;PICO;up;True
846;2025-10-09 20:06:00;25182,5;VALLE;down;True
846;2025-10-09 20:07:00;25198,25;PICO;up;True
847;2025-10-09 20:08:00;25186,25;VALLE;down;True
849;2025-10-09 20:09:00;25200,25;PICO;up;True
849;2025-10-09 20:10:00;25191,75;VALLE;down;True
851;2025-10-09 20:11:00;25209,5;PICO;up;True
851;2025-10-09 20:12:00;25198,75;VALLE;down;True
853;2025-10-09 20:13:00;25213,5;PICO;up;True
854;2025-10-09 20:14:00;25202,5;VALLE;down;True
855;2025-10-09 20:15:00;25213,5;PICO;up;True
855;2025-10-09 20:16:00;25203,75;VALLE;down;True
856;2025-10-09 20:17:00;25230,0;PICO;up;True
858;2025-10-09 20:18:00;25220,75;VALLE;down;True
858;2025-10-09 20:19:00;25228,5;PICO;up;True
859;2025-10-09 20:20:00;25218,25;VALLE;down;True
860;2025-10-09 20:21:00;25224,25;PICO;up;True
861;2025-10-09 20:22:00;25211,75;VALLE;down;True
863;2025-10-09 20:23:00;25225,75;PICO;up;True
863;2025-10-09 20:24:00;25218,0;VALLE;down;True
865;2025-10-09 20:25:00;25231,0;PICO;up;True
865;2025-10-09 20:26:00;25225,0;VALLE;down;True
866;2025-10-09 20:27:00;25234,5;PICO;up;True
868;2025-10-09 20:28:00;25215,75;VALLE;down;True
868;2025-10-09 20:29:00;25225,0;PICO;up;True
870;2025-10-09 20:30:00;25209,0;VALLE;down;True
871;2025-10-09 20:31:00;25220,25;PICO;up;True
872;2025-10-09 20:32:00;25211,5;VALLE;down;True
872;2025-10-09 20:33:00;25218,0;PICO;up;True
873;2025-10-09 20:34:00;25204,75;VALLE;down;True
875;2025-10-09 20:35:00;25216,25;PICO;up;True
875;2025-10-09 20:36:00;25209,0;VALLE;down;True
877;2025-10-09 20:37:00;25218,5;PICO;up;True
877;2025-10-09 20:38:00;25209,0;VALLE;down;True
878;2025-10-09 20:39:00;25218,25;PICO;up;True
880;2025-10-09 20:40:00;25212,0;VALLE;down;True
881;2025-10-09 20:41:00;25223,75;PICO;up;True
882;2025-10-09 20:42:00;25211,5;VALLE;down;True
882;2025-10-09 20:43:00;25219,25;PICO;up;True
883;2025-10-09 20:44:00;25213,75;VALLE;down;True
884;2025-10-09 20:45:00;25221,75;PICO;up;True
886;2025-10-09 20:46:00;25214,0;VALLE;down;True
887;2025-10-09 20:47:00;25226,5;PICO;up;True
887;2025-10-09 20:48:00;25217,0;VALLE;down;True
888;2025-10-09 20:49:00;25228,25;PICO;up;True
890;2025-10-09 20:50:00;25215,0;VALLE;down;True
891;2025-10-09 20:51:00;25228,25;PICO;up;True
892;2025-10-09 20:52:00;25212,25;VALLE;down;True
893;2025-10-09 20:53:00;25220,5;PICO;up;True
893;2025-10-09 20:54:00;25213,5;VALLE;down;True
895;2025-10-09 20:55:00;25225,75;PICO;up;True
895;2025-10-09 20:56:00;25217,0;VALLE;down;True
897;2025-10-09 20:57:00;25242,5;PICO;up;True
898;2025-10-09 20:58:00;25235,25;VALLE;down;True
898;2025-10-09 20:59:00;25244,0;PICO;up;True
900;2025-10-09 21:00:00;25233,25;VALLE;down;True
900;2025-10-09 21:01:00;25240,5;PICO;up;True
901;2025-10-09 21:02:00;25234,25;VALLE;down;True
903;2025-10-09 21:03:00;25246,75;PICO;up;True
903;2025-10-09 21:04:00;25236,25;VALLE;down;True
904;2025-10-09 21:05:00;25247,0;PICO;up;True
905;2025-10-09 21:06:00;25239,0;VALLE;down;True
906;2025-10-09 21:07:00;25247,75;PICO;up;True
907;2025-10-09 21:08:00;25242,5;VALLE;down;True
909;2025-10-09 21:09:00;25252,0;PICO;up;True
909;2025-10-09 21:10:00;25246,0;VALLE;down;True
910;2025-10-09 21:11:00;25253,75;PICO;up;True
911;2025-10-09 21:12:00;25246,0;VALLE;down;True
912;2025-10-09 21:13:00;25260,5;PICO;up;True
913;2025-10-09 21:14:00;25245,0;VALLE;down;True
914;2025-10-09 21:15:00;25251,0;PICO;up;True
915;2025-10-09 21:16:00;25239,5;VALLE;down;True
917;2025-10-09 21:17:00;25252,5;PICO;up;True
917;2025-10-09 21:18:00;25246,25;VALLE;down;True
920;2025-10-09 21:20:00;25262,75;PICO;up;True
920;2025-10-09 21:21:00;25256,75;VALLE;down;True
921;2025-10-09 21:22:00;25267,5;PICO;up;True
922;2025-10-09 21:23:00;25260,0;VALLE;down;True
924;2025-10-09 21:24:00;25267,5;PICO;up;True
924;2025-10-09 21:25:00;25262,0;VALLE;down;True
926;2025-10-09 21:26:00;25269,25;PICO;up;True
926;2025-10-09 21:27:00;25260,5;VALLE;down;True
927;2025-10-09 21:28:00;25270,75;PICO;up;True
929;2025-10-09 21:30:00;25263,25;VALLE;down;True
932;2025-10-09 21:34:00;25270,75;PICO;up;True
934;2025-10-09 21:35:00;25262,5;VALLE;down;True
936;2025-10-09 21:37:00;25271,5;PICO;up;True
937;2025-10-09 21:38:00;25266,0;VALLE;down;True
938;2025-10-09 21:39:00;25283,25;PICO;up;True
940;2025-10-09 21:40:00;25270,5;VALLE;down;True
940;2025-10-09 21:41:00;25278,0;PICO;up;True
941;2025-10-09 21:42:00;25268,75;VALLE;down;True
942;2025-10-09 21:43:00;25275,75;PICO;up;True
943;2025-10-09 21:44:00;25268,25;VALLE;down;True
945;2025-10-09 21:45:00;25277,5;PICO;up;True
945;2025-10-09 21:46:00;25269,0;VALLE;down;True
948;2025-10-09 21:48:00;25279,75;PICO;up;True
949;2025-10-09 21:49:00;25272,25;VALLE;down;True
950;2025-10-09 21:50:00;25289,25;PICO;up;True
950;2025-10-09 21:51:00;25274,25;VALLE;down;True
952;2025-10-09 21:52:00;25287,0;PICO;up;True
952;2025-10-09 21:53:00;25280,75;VALLE;down;True
953;2025-10-09 21:54:00;25286,25;PICO;up;True
954;2025-10-09 21:55:00;25278,5;VALLE;down;True
955;2025-10-09 21:56:00;25289,75;PICO;up;True
957;2025-10-09 21:57:00;25271,25;VALLE;down;True
957;2025-10-09 21:58:00;25284,5;PICO;up;True
958;2025-10-09 21:59:00;25270,75;VALLE;down;True
960;2025-10-09 22:00:00;25299,75;PICO;up;True
961;2025-10-09 22:01:00;25288,25;VALLE;down;True
962;2025-10-09 22:02:00;25296,75;PICO;up;True
962;2025-10-09 22:03:00;25290,75;VALLE;down;True
963;2025-10-09 22:04:00;25298,5;PICO;up;True
965;2025-10-09 22:05:00;25291,75;VALLE;down;True
965;2025-10-09 22:06:00;25297,0;PICO;up;True
966;2025-10-09 22:07:00;25290,5;VALLE;down;True
967;2025-10-09 22:10:00;25296,5;PICO;up;True
974;2025-10-09 22:14:00;25283,25;VALLE;down;True
974;2025-10-09 22:15:00;25290,25;PICO;up;True
980;2025-10-09 22:21:00;25274,75;VALLE;down;True
982;2025-10-09 22:23:00;25284,25;PICO;up;True
992;2025-10-09 22:35:00;25270,25;VALLE;down;True
1005;2025-10-09 22:49:00;25285,5;PICO;up;True
1009;2025-10-09 22:53:00;25277,25;VALLE;down;True
1013;2025-10-09 22:54:00;25282,75;PICO;up;True
1014;2025-10-09 22:55:00;25275,25;VALLE;down;True
1018;2025-10-09 22:58:00;25283,0;PICO;up;True
1018;2025-10-09 22:59:00;25277,0;VALLE;down;True
1020;2025-10-10 00:00:00;25299,0;PICO;up;True
1020;2025-10-10 00:01:00;25286,5;VALLE;down;True
1021;2025-10-10 00:02:00;25304,75;PICO;up;True
1022;2025-10-10 00:04:00;25298,25;VALLE;down;True
1024;2025-10-10 00:05:00;25308,0;PICO;up;True
1028;2025-10-10 00:08:00;25295,0;VALLE;down;True
1028;2025-10-10 00:09:00;25300,5;PICO;up;True
1029;2025-10-10 00:10:00;25295,25;VALLE;down;True
1030;2025-10-10 00:11:00;25301,5;PICO;up;True
1032;2025-10-10 00:14:00;25288,0;VALLE;down;True
1035;2025-10-10 00:15:00;25301,5;PICO;up;True
1035;2025-10-10 00:16:00;25292,0;VALLE;down;True
1036;2025-10-10 00:17:00;25303,75;PICO;up;True
1044;2025-10-10 00:30:00;25296,0;VALLE;down;True
1053;2025-10-10 00:33:00;25309,0;PICO;up;True
1053;2025-10-10 00:34:00;25302,25;VALLE;down;True
1055;2025-10-10 00:35:00;25318,0;PICO;up;True
1055;2025-10-10 00:36:00;25312,0;VALLE;down;True
1056;2025-10-10 00:39:00;25318,0;PICO;up;True
1059;2025-10-10 00:41:00;25312,25;VALLE;down;True
1064;2025-10-10 00:45:00;25321,5;PICO;up;True
1074;2025-10-10 00:55:00;25311,75;VALLE;down;True
1080;2025-10-10 01:01:00;25324,0;PICO;up;True
1082;2025-10-10 01:02:00;25314,5;VALLE;down;True
1082;2025-10-10 01:03:00;25320,25;PICO;up;True
1093;2025-10-10 01:13:00;25308,75;VALLE;down;True
1105;2025-10-10 01:30:00;25320,25;PICO;up;True
1113;2025-10-10 01:34:00;25311,75;VALLE;down;True
1129;2025-10-10 01:49:00;25334,5;PICO;up;True
1130;2025-10-10 01:52:00;25326,5;VALLE;down;True
1140;2025-10-10 02:00:00;25338,0;PICO;up;True
1141;2025-10-10 02:01:00;25331,0;VALLE;down;True
1142;2025-10-10 02:02:00;25346,75;PICO;up;True
1147;2025-10-10 02:07:00;25330,5;VALLE;down;True
1147;2025-10-10 02:08:00;25336,75;PICO;up;True
1150;2025-10-10 02:10:00;25323,75;VALLE;down;True
1150;2025-10-10 02:11:00;25330,0;PICO;up;True
1151;2025-10-10 02:13:00;25322,25;VALLE;down;True
1153;2025-10-10 02:19:00;25328,25;PICO;up;True
1163;2025-10-10 02:28:00;25322,25;VALLE;down;True
1174;2025-10-10 02:37:00;25329,75;PICO;up;True
1177;2025-10-10 02:38:00;25321,25;VALLE;down;True
1178;2025-10-10 02:40:00;25327,5;PICO;up;True
1180;2025-10-10 02:47:00;25322,0;VALLE;down;True
1190;2025-10-10 02:50:00;25333,75;PICO;up;True
1190;2025-10-10 02:52:00;25328,5;VALLE;down;True
1195;2025-10-10 03:05:00;25340,0;PICO;up;True
1214;2025-10-10 03:15:00;25333,0;VALLE;down;True
1228;2025-10-10 03:36:00;25349,25;PICO;up;True
1238;2025-10-10 03:42:00;25340,5;VALLE;down;True
1244;2025-10-10 03:47:00;25348,0;PICO;up;True
1249;2025-10-10 03:53:00;25341,75;VALLE;down;True
1257;2025-10-10 04:00:00;25353,0;PICO;up;True
1275;2025-10-10 04:23:00;25343,5;VALLE;down;True
1298;2025-10-10 04:42:00;25355,25;PICO;up;True
1315;2025-10-10 05:01:00;25336,25;VALLE;down;True
1321;2025-10-10 05:02:00;25341,75;PICO;up;True
1323;2025-10-10 05:03:00;25327,0;VALLE;down;True
1323;2025-10-10 05:04:00;25335,5;PICO;up;True
1325;2025-10-10 05:05:00;25325,0;VALLE;down;True
1326;2025-10-10 05:08:00;25333,5;PICO;up;True
1328;2025-10-10 05:11:00;25327,0;VALLE;down;True
1332;2025-10-10 05:15:00;25332,75;PICO;up;True
1335;2025-10-10 05:17:00;25326,75;VALLE;down;True
1338;2025-10-10 05:24:00;25335,25;PICO;up;True
1349;2025-10-10 05:31:00;25324,0;VALLE;down;True
1353;2025-10-10 05:34:00;25330,25;PICO;up;True
1366;2025-10-10 05:49:00;25320,5;VALLE;down;True
1369;2025-10-10 05:50:00;25325,75;PICO;up;True
1375;2025-10-10 05:55:00;25311,5;VALLE;down;True
1375;2025-10-10 05:56:00;25319,75;PICO;up;True
1376;2025-10-10 05:58:00;25310,25;VALLE;down;True
