tick_index;timestamp;price;type;direction;confirmed;preview_tick_index;fractal_tick_index;preview_minutes
4269;2025-10-24 14:22:00;25368,0;VALLE;down;True;4186;4269;1
4306;2025-10-24 14:22:14;25371,5;PICO;up;True;4193;4306;1
4525;2025-10-24 14:23:52;25364,5;VALLE;down;True;4369;4525;1
4565;2025-10-24 14:24:03;25368,25;PICO;up;True;4386;4565;1
4752;2025-10-24 14:25:50;25364,25;VALLE;down;True;4655;4752;1
4862;2025-10-24 14:26:18;25370,0;PICO;up;True;4701;4862;1
4937;2025-10-24 14:27:01;25366,5;VALLE;down;True;4807;4937;1
5282;2025-10-24 14:28:36;25378,0;PICO;up;True;5024;5282;1
5326;2025-10-24 14:28:49;25375,0;VALLE;down;True;5109;5326;1
5401;2025-10-24 14:29:07;25379,0;PICO;up;True;5159;5401;1
5415;2025-10-24 14:29:10;25376,0;VALLE;down;True;5165;5415;1
5440;2025-10-24 14:29:16;25378,75;PICO;up;True;5183;5440;1
5551;2025-10-24 14:29:39;25372,5;VALLE;down;True;5284;5551;1
5610;2025-10-24 14:30:00;25380,5;PICO;up;True;5365;5610;1
5613;2025-10-24 14:30:00;25373,75;VALLE;down;True;5365;5613;1
5614;2025-10-24 14:30:00;25376,5;PICO;up;True;5365;5614;1
5617;2025-10-24 14:30:00;25368,75;VALLE;down;True;5365;5617;1
5618;2025-10-24 14:30:00;25372,0;PICO;up;True;5365;5618;1
5661;2025-10-24 14:30:01;25355,0;VALLE;down;True;5370;5661;1
5667;2025-10-24 14:30:01;25363,25;PICO;up;True;5370;5667;1
5668;2025-10-24 14:30:01;25355,0;VALLE;down;True;5370;5668;1
5671;2025-10-24 14:30:01;25364,0;PICO;up;True;5370;5671;1
5677;2025-10-24 14:30:01;25351,0;VALLE;down;True;5370;5677;1
5680;2025-10-24 14:30:01;25365,5;PICO;up;True;5370;5680;1
5689;2025-10-24 14:30:01;25355,25;VALLE;down;True;5370;5689;1
5690;2025-10-24 14:30:01;25368,25;PICO;up;True;5370;5690;1
5691;2025-10-24 14:30:01;25351,5;VALLE;down;True;5370;5691;1
5692;2025-10-24 14:30:01;25368,25;PICO;up;True;5370;5692;1
5693;2025-10-24 14:30:01;25364,25;VALLE;down;True;5370;5693;1
5694;2025-10-24 14:30:01;25374,75;PICO;up;True;5370;5694;1
5699;2025-10-24 14:30:01;25352,75;VALLE;down;True;5370;5699;1
5700;2025-10-24 14:30:01;25367,0;PICO;up;True;5370;5700;1
5718;2025-10-24 14:30:01;25348,5;VALLE;down;True;5370;5718;1
5723;2025-10-24 14:30:01;25369,25;PICO;up;True;5370;5723;1
5724;2025-10-24 14:30:01;25348,5;VALLE;down;True;5370;5724;1
5725;2025-10-24 14:30:01;25369,25;PICO;up;True;5370;5725;1
5727;2025-10-24 14:30:02;25348,5;VALLE;down;True;5374;5727;1
5729;2025-10-24 14:30:02;25378,0;PICO;up;True;5374;5729;1
5731;2025-10-24 14:30:02;25348,5;VALLE;down;True;5374;5731;1
5732;2025-10-24 14:30:02;25377,0;PICO;up;True;5374;5732;1
5734;2025-10-24 14:30:02;25369,0;VALLE;down;True;5374;5734;1
5736;2025-10-24 14:30:02;25372,75;PICO;up;True;5374;5736;1
5756;2025-10-24 14:30:02;25344,0;VALLE;down;True;5374;5756;1
5952;2025-10-24 14:30:07;25444,0;PICO;up;True;5398;5952;1
5959;2025-10-24 14:30:07;25436,5;VALLE;down;True;5398;5959;1
5964;2025-10-24 14:30:07;25444,25;PICO;up;True;5398;5964;1
5965;2025-10-24 14:30:07;25434,75;VALLE;down;True;5398;5965;1
5987;2025-10-24 14:30:07;25450,25;PICO;up;True;5398;5987;1
5994;2025-10-24 14:30:07;25434,75;VALLE;down;True;5398;5994;1
5996;2025-10-24 14:30:07;25444,0;PICO;up;True;5398;5996;1
5998;2025-10-24 14:30:07;25439,25;VALLE;down;True;5398;5998;1
5999;2025-10-24 14:30:07;25444,0;PICO;up;True;5398;5999;1
6000;2025-10-24 14:30:07;25439,25;VALLE;down;True;5398;6000;1
6001;2025-10-24 14:30:07;25444,0;PICO;up;True;5398;6001;1
6002;2025-10-24 14:30:07;25440,0;VALLE;down;True;5398;6002;1
6007;2025-10-24 14:30:07;25454,0;PICO;up;True;5398;6007;1
6018;2025-10-24 14:30:07;25436,75;VALLE;down;True;5398;6018;1
6029;2025-10-24 14:30:07;25457,0;PICO;up;True;5398;6029;1
6031;2025-10-24 14:30:07;25447,25;VALLE;down;True;5398;6031;1
6032;2025-10-24 14:30:07;25453,25;PICO;up;True;5398;6032;1
6033;2025-10-24 14:30:07;25444,25;VALLE;down;True;5398;6033;1
6036;2025-10-24 14:30:07;25449,25;PICO;up;True;5398;6036;1
6038;2025-10-24 14:30:07;25443,25;VALLE;down;True;5398;6038;1
6046;2025-10-24 14:30:07;25457,0;PICO;up;True;5398;6046;1
6049;2025-10-24 14:30:07;25447,0;VALLE;down;True;5398;6049;1
6064;2025-10-24 14:30:07;25460,0;PICO;up;True;5398;6064;1
6071;2025-10-24 14:30:07;25456,75;VALLE;down;True;5398;6071;1
6073;2025-10-24 14:30:07;25460,0;PICO;up;True;5398;6073;1
6083;2025-10-24 14:30:07;25456,5;VALLE;down;True;5398;6083;1
6088;2025-10-24 14:30:07;25460,0;PICO;up;True;5398;6088;1
6090;2025-10-24 14:30:07;25456,5;VALLE;down;True;5398;6090;1
6100;2025-10-24 14:30:07;25464,0;PICO;up;True;5398;6100;1
6106;2025-10-24 14:30:07;25456,5;VALLE;down;True;5398;6106;1
6130;2025-10-24 14:30:07;25469,75;PICO;up;True;5398;6130;1
6131;2025-10-24 14:30:07;25463,75;VALLE;down;True;5398;6131;1
6158;2025-10-24 14:30:07;25480,0;PICO;up;True;5398;6158;1
6164;2025-10-24 14:30:07;25462,5;VALLE;down;True;5398;6164;1
6171;2025-10-24 14:30:07;25472,25;PICO;up;True;5398;6171;1
6172;2025-10-24 14:30:07;25466,5;VALLE;down;True;5398;6172;1
6174;2025-10-24 14:30:07;25471,0;PICO;up;True;5398;6174;1
6175;2025-10-24 14:30:07;25465,75;VALLE;down;True;5398;6175;1
6176;2025-10-24 14:30:07;25474,0;PICO;up;True;5398;6176;1
6182;2025-10-24 14:30:07;25470,75;VALLE;down;True;5398;6182;1
6184;2025-10-24 14:30:07;25476,5;PICO;up;True;5398;6184;1
6186;2025-10-24 14:30:07;25471,0;VALLE;down;True;5398;6186;1
6187;2025-10-24 14:30:07;25473,75;PICO;up;True;5398;6187;1
6195;2025-10-24 14:30:07;25470,5;VALLE;down;True;5398;6195;1
6200;2025-10-24 14:30:07;25473,5;PICO;up;True;5398;6200;1
6202;2025-10-24 14:30:07;25470,75;VALLE;down;True;5398;6202;1
6203;2025-10-24 14:30:07;25474,0;PICO;up;True;5398;6203;1
6208;2025-10-24 14:30:07;25470,5;VALLE;down;True;5398;6208;1
6209;2025-10-24 14:30:07;25474,25;PICO;up;True;5398;6209;1
6211;2025-10-24 14:30:07;25470,75;VALLE;down;True;5398;6211;1
6212;2025-10-24 14:30:07;25476,75;PICO;up;True;5398;6212;1
6213;2025-10-24 14:30:07;25471,0;VALLE;down;True;5398;6213;1
6214;2025-10-24 14:30:07;25479,75;PICO;up;True;5398;6214;1
6240;2025-10-24 14:30:07;25463,75;VALLE;down;True;5398;6240;1
6241;2025-10-24 14:30:07;25477,75;PICO;up;True;5398;6241;1
6246;2025-10-24 14:30:07;25464,0;VALLE;down;True;5398;6246;1
6261;2025-10-24 14:30:07;25484,0;PICO;up;True;5398;6261;1
6275;2025-10-24 14:30:07;25464,0;VALLE;down;True;5398;6275;1
6284;2025-10-24 14:30:07;25479,5;PICO;up;True;5398;6284;1
6285;2025-10-24 14:30:07;25475,5;VALLE;down;True;5398;6285;1
6290;2025-10-24 14:30:07;25478,75;PICO;up;True;5398;6290;1
6291;2025-10-24 14:30:07;25466,5;VALLE;down;True;5398;6291;1
6298;2025-10-24 14:30:07;25482,75;PICO;up;True;5398;6298;1
6299;2025-10-24 14:30:07;25475,25;VALLE;down;True;5398;6299;1
6307;2025-10-24 14:30:07;25483,0;PICO;up;True;5398;6307;1
6313;2025-10-24 14:30:07;25479,0;VALLE;down;True;5398;6313;1
6315;2025-10-24 14:30:07;25481,75;PICO;up;True;5398;6315;1
6322;2025-10-24 14:30:07;25475,5;VALLE;down;True;5398;6322;1
6347;2025-10-24 14:30:07;25487,0;PICO;up;True;5398;6347;1
6351;2025-10-24 14:30:07;25483,25;VALLE;down;True;5398;6351;1
6358;2025-10-24 14:30:07;25490,0;PICO;up;True;5398;6358;1
6368;2025-10-24 14:30:07;25484,0;VALLE;down;True;5398;6368;1
6375;2025-10-24 14:30:07;25494,75;PICO;up;True;5398;6375;1
6378;2025-10-24 14:30:07;25486,0;VALLE;down;True;5398;6378;1
6390;2025-10-24 14:30:07;25494,75;PICO;up;True;5398;6390;1
6401;2025-10-24 14:30:07;25483,75;VALLE;down;True;5398;6401;1
6404;2025-10-24 14:30:07;25492,25;PICO;up;True;5398;6404;1
6406;2025-10-24 14:30:07;25485,0;VALLE;down;True;5398;6406;1
6411;2025-10-24 14:30:07;25495,0;PICO;up;True;5398;6411;1
6412;2025-10-24 14:30:07;25491,0;VALLE;down;True;5398;6412;1
6418;2025-10-24 14:30:07;25495,25;PICO;up;True;5398;6418;1
6422;2025-10-24 14:30:07;25485,5;VALLE;down;True;5398;6422;1
6423;2025-10-24 14:30:07;25495,0;PICO;up;True;5398;6423;1
6425;2025-10-24 14:30:07;25488,5;VALLE;down;True;5398;6425;1
6426;2025-10-24 14:30:07;25495,25;PICO;up;True;5398;6426;1
6431;2025-10-24 14:30:07;25487,0;VALLE;down;True;5398;6431;1
6439;2025-10-24 14:30:08;25499,0;PICO;up;True;5403;6439;1
6474;2025-10-24 14:30:08;25479,5;VALLE;down;True;5403;6474;1
6478;2025-10-24 14:30:08;25482,25;PICO;up;True;5403;6478;1
6490;2025-10-24 14:30:08;25469,25;VALLE;down;True;5403;6490;1
6495;2025-10-24 14:30:08;25475,0;PICO;up;True;5403;6495;1
6505;2025-10-24 14:30:08;25464,5;VALLE;down;True;5403;6505;1
6506;2025-10-24 14:30:08;25467,25;PICO;up;True;5403;6506;1
6514;2025-10-24 14:30:08;25459,0;VALLE;down;True;5403;6514;1
6515;2025-10-24 14:30:08;25463,0;PICO;up;True;5403;6515;1
6529;2025-10-24 14:30:08;25452,25;VALLE;down;True;5403;6529;1
6535;2025-10-24 14:30:08;25459,0;PICO;up;True;5403;6535;1
6537;2025-10-24 14:30:08;25456,25;VALLE;down;True;5403;6537;1
6540;2025-10-24 14:30:08;25459,0;PICO;up;True;5403;6540;1
6549;2025-10-24 14:30:08;25451,25;VALLE;down;True;5403;6549;1
6568;2025-10-24 14:30:08;25492,0;PICO;up;True;5403;6568;1
6569;2025-10-24 14:30:08;25456,75;VALLE;down;True;5403;6569;1
6571;2025-10-24 14:30:08;25480,75;PICO;up;True;5403;6571;1
6573;2025-10-24 14:30:08;25457,5;VALLE;down;True;5403;6573;1
6579;2025-10-24 14:30:08;25477,25;PICO;up;True;5403;6579;1
6587;2025-10-24 14:30:08;25455,25;VALLE;down;True;5403;6587;1
6596;2025-10-24 14:30:08;25489,5;PICO;up;True;5403;6596;1
6597;2025-10-24 14:30:08;25486,0;VALLE;down;True;5403;6597;1
6600;2025-10-24 14:30:08;25489,5;PICO;up;True;5403;6600;1
6601;2025-10-24 14:30:08;25482,0;VALLE;down;True;5403;6601;1
6604;2025-10-24 14:30:08;25489,5;PICO;up;True;5403;6604;1
6607;2025-10-24 14:30:08;25472,25;VALLE;down;True;5403;6607;1
6615;2025-10-24 14:30:08;25476,75;PICO;up;True;5403;6615;1
6616;2025-10-24 14:30:08;25473,5;VALLE;down;True;5403;6616;1
6619;2025-10-24 14:30:08;25489,25;PICO;up;True;5403;6619;1
6620;2025-10-24 14:30:08;25474,0;VALLE;down;True;5403;6620;1
6634;2025-10-24 14:30:08;25477,5;PICO;up;True;5403;6634;1
6635;2025-10-24 14:30:09;25472,75;VALLE;down;True;5406;6635;1
6642;2025-10-24 14:30:09;25487,5;PICO;up;True;5406;6642;1
6646;2025-10-24 14:30:09;25481,25;VALLE;down;True;5406;6646;1
6650;2025-10-24 14:30:09;25489,25;PICO;up;True;5406;6650;1
6654;2025-10-24 14:30:09;25479,0;VALLE;down;True;5406;6654;1
6663;2025-10-24 14:30:09;25486,5;PICO;up;True;5406;6663;1
6664;2025-10-24 14:30:09;25478,75;VALLE;down;True;5406;6664;1
6673;2025-10-24 14:30:09;25486,75;PICO;up;True;5406;6673;1
6674;2025-10-24 14:30:09;25476,5;VALLE;down;True;5406;6674;1
6677;2025-10-24 14:30:09;25486,75;PICO;up;True;5406;6677;1
6689;2025-10-24 14:30:10;25468,75;VALLE;down;True;5411;6689;1
6703;2025-10-24 14:30:10;25489,0;PICO;up;True;5411;6703;1
6704;2025-10-24 14:30:10;25482,5;VALLE;down;True;5411;6704;1
6706;2025-10-24 14:30:10;25489,5;PICO;up;True;5411;6706;1
6707;2025-10-24 14:30:10;25469,5;VALLE;down;True;5411;6707;1
6709;2025-10-24 14:30:10;25490,0;PICO;up;True;5411;6709;1
6710;2025-10-24 14:30:10;25471,0;VALLE;down;True;5411;6710;1
6711;2025-10-24 14:30:10;25489,75;PICO;up;True;5411;6711;1
6712;2025-10-24 14:30:10;25471,0;VALLE;down;True;5411;6712;1
6713;2025-10-24 14:30:10;25489,75;PICO;up;True;5411;6713;1
6714;2025-10-24 14:30:10;25478,0;VALLE;down;True;5411;6714;1
6717;2025-10-24 14:30:10;25482,0;PICO;up;True;5411;6717;1
6723;2025-10-24 14:30:10;25475,75;VALLE;down;True;5411;6723;1
6728;2025-10-24 14:30:10;25490,0;PICO;up;True;5411;6728;1
6730;2025-10-24 14:30:10;25481,25;VALLE;down;True;5411;6730;1
6733;2025-10-24 14:30:10;25488,0;PICO;up;True;5411;6733;1
6734;2025-10-24 14:30:10;25480,5;VALLE;down;True;5411;6734;1
6735;2025-10-24 14:30:10;25484,25;PICO;up;True;5411;6735;1
6740;2025-10-24 14:30:10;25480,25;VALLE;down;True;5411;6740;1
6754;2025-10-24 14:30:10;25485,25;PICO;up;True;5411;6754;1
6756;2025-10-24 14:30:10;25479,75;VALLE;down;True;5411;6756;1
6757;2025-10-24 14:30:10;25489,5;PICO;up;True;5411;6757;1
6761;2025-10-24 14:30:11;25481,25;VALLE;down;True;5417;6761;1
6762;2025-10-24 14:30:11;25489,25;PICO;up;True;5417;6762;1
6802;2025-10-24 14:30:11;25481,5;VALLE;down;True;5417;6802;1
6807;2025-10-24 14:30:11;25485,0;PICO;up;True;5417;6807;1
6808;2025-10-24 14:30:11;25481,5;VALLE;down;True;5417;6808;1
6811;2025-10-24 14:30:11;25485,0;PICO;up;True;5417;6811;1
6825;2025-10-24 14:30:11;25479,0;VALLE;down;True;5417;6825;1
6837;2025-10-24 14:30:11;25486,0;PICO;up;True;5417;6837;1
6842;2025-10-24 14:30:11;25481,75;VALLE;down;True;5417;6842;1
6859;2025-10-24 14:30:11;25498,0;PICO;up;True;5417;6859;1
6874;2025-10-24 14:30:11;25483,25;VALLE;down;True;5417;6874;1
6875;2025-10-24 14:30:11;25496,75;PICO;up;True;5417;6875;1
6883;2025-10-24 14:30:11;25483,0;VALLE;down;True;5417;6883;1
6884;2025-10-24 14:30:11;25488,25;PICO;up;True;5417;6884;1
6890;2025-10-24 14:30:11;25483,25;VALLE;down;True;5417;6890;1
6892;2025-10-24 14:30:11;25493,0;PICO;up;True;5417;6892;1
6903;2025-10-24 14:30:12;25488,5;VALLE;down;True;5421;6903;1
6956;2025-10-24 14:30:12;25500,5;PICO;up;True;5421;6956;1
6958;2025-10-24 14:30:12;25496,75;VALLE;down;True;5421;6958;1
6983;2025-10-24 14:30:12;25507,25;PICO;up;True;5421;6983;1
6986;2025-10-24 14:30:12;25500,75;VALLE;down;True;5421;6986;1
6991;2025-10-24 14:30:12;25507,5;PICO;up;True;5421;6991;1
6992;2025-10-24 14:30:12;25504,75;VALLE;down;True;5421;6992;1
6993;2025-10-24 14:30:12;25507,5;PICO;up;True;5421;6993;1
7005;2025-10-24 14:30:12;25498,25;VALLE;down;True;5421;7005;1
7007;2025-10-24 14:30:12;25505,75;PICO;up;True;5421;7007;1
7011;2025-10-24 14:30:12;25498,75;VALLE;down;True;5421;7011;1
7013;2025-10-24 14:30:12;25505,25;PICO;up;True;5421;7013;1
7017;2025-10-24 14:30:12;25499,25;VALLE;down;True;5421;7017;1
7018;2025-10-24 14:30:12;25504,75;PICO;up;True;5421;7018;1
7042;2025-10-24 14:30:12;25481,25;VALLE;down;True;5421;7042;1
7043;2025-10-24 14:30:12;25487,0;PICO;up;True;5421;7043;1
7047;2025-10-24 14:30:12;25477,5;VALLE;down;True;5421;7047;1
7050;2025-10-24 14:30:12;25486,5;PICO;up;True;5421;7050;1
7051;2025-10-24 14:30:12;25480,5;VALLE;down;True;5421;7051;1
7053;2025-10-24 14:30:12;25486,5;PICO;up;True;5421;7053;1
7063;2025-10-24 14:30:12;25475,0;VALLE;down;True;5421;7063;1
7067;2025-10-24 14:30:12;25490,0;PICO;up;True;5421;7067;1
7068;2025-10-24 14:30:12;25484,25;VALLE;down;True;5421;7068;1
7070;2025-10-24 14:30:12;25490,0;PICO;up;True;5421;7070;1
7074;2025-10-24 14:30:12;25484,5;VALLE;down;True;5421;7074;1
7099;2025-10-24 14:30:13;25502,25;PICO;up;True;5421;7099;1
7103;2025-10-24 14:30:13;25492,25;VALLE;down;True;5421;7103;1
7105;2025-10-24 14:30:13;25502,25;PICO;up;True;5421;7105;1
7125;2025-10-24 14:30:13;25484,5;VALLE;down;True;5421;7125;1
7128;2025-10-24 14:30:13;25492,5;PICO;up;True;5421;7128;1
7139;2025-10-24 14:30:13;25479,0;VALLE;down;True;5421;7139;1
7140;2025-10-24 14:30:13;25484,25;PICO;up;True;5421;7140;1
7141;2025-10-24 14:30:13;25479,0;VALLE;down;True;5421;7141;1
7143;2025-10-24 14:30:13;25482,0;PICO;up;True;5421;7143;1
7148;2025-10-24 14:30:13;25472,75;VALLE;down;True;5421;7148;1
7151;2025-10-24 14:30:13;25478,75;PICO;up;True;5421;7151;1
7154;2025-10-24 14:30:13;25475,5;VALLE;down;True;5421;7154;1
7171;2025-10-24 14:30:13;25484,5;PICO;up;True;5421;7171;1
7174;2025-10-24 14:30:13;25481,0;VALLE;down;True;5421;7174;1
7176;2025-10-24 14:30:13;25485,5;PICO;up;True;5421;7176;1
7177;2025-10-24 14:30:13;25481,75;VALLE;down;True;5421;7177;1
7179;2025-10-24 14:30:13;25485,5;PICO;up;True;5421;7179;1
7192;2025-10-24 14:30:14;25472,75;VALLE;down;True;5430;7192;1
7193;2025-10-24 14:30:14;25479,75;PICO;up;True;5430;7193;1
7207;2025-10-24 14:30:14;25462,5;VALLE;down;True;5430;7207;1
7213;2025-10-24 14:30:14;25468,0;PICO;up;True;5430;7213;1
7214;2025-10-24 14:30:14;25464,25;VALLE;down;True;5430;7214;1
7224;2025-10-24 14:30:14;25475,0;PICO;up;True;5430;7224;1
7235;2025-10-24 14:30:14;25463,5;VALLE;down;True;5430;7235;1
7238;2025-10-24 14:30:14;25473,5;PICO;up;True;5430;7238;1
7246;2025-10-24 14:30:14;25470,75;VALLE;down;True;5430;7246;1
7252;2025-10-24 14:30:14;25481,5;PICO;up;True;5430;7252;1
7253;2025-10-24 14:30:14;25471,75;VALLE;down;True;5430;7253;1
7258;2025-10-24 14:30:14;25482,0;PICO;up;True;5430;7258;1
7259;2025-10-24 14:30:14;25472,0;VALLE;down;True;5430;7259;1
7260;2025-10-24 14:30:14;25481,75;PICO;up;True;5430;7260;1
7261;2025-10-24 14:30:15;25472,25;VALLE;down;True;5432;7261;1
7262;2025-10-24 14:30:15;25481,75;PICO;up;True;5432;7262;1
7263;2025-10-24 14:30:15;25472,5;VALLE;down;True;5432;7263;1
7266;2025-10-24 14:30:15;25482,0;PICO;up;True;5432;7266;1
7267;2025-10-24 14:30:15;25474,5;VALLE;down;True;5432;7267;1
7269;2025-10-24 14:30:15;25488,25;PICO;up;True;5432;7269;1
7271;2025-10-24 14:30:15;25475,0;VALLE;down;True;5432;7271;1
7275;2025-10-24 14:30:15;25488,25;PICO;up;True;5432;7275;1
7278;2025-10-24 14:30:15;25475,75;VALLE;down;True;5432;7278;1
7280;2025-10-24 14:30:15;25483,75;PICO;up;True;5432;7280;1
7283;2025-10-24 14:30:15;25478,25;VALLE;down;True;5432;7283;1
7287;2025-10-24 14:30:15;25483,75;PICO;up;True;5432;7287;1
7289;2025-10-24 14:30:16;25476,25;VALLE;down;True;5440;7289;1
7301;2025-10-24 14:30:16;25492,0;PICO;up;True;5440;7301;1
7302;2025-10-24 14:30:16;25476,5;VALLE;down;True;5440;7302;1
7303;2025-10-24 14:30:16;25486,25;PICO;up;True;5440;7303;1
7309;2025-10-24 14:30:16;25481,0;VALLE;down;True;5440;7309;1
7310;2025-10-24 14:30:16;25486,5;PICO;up;True;5440;7310;1
7313;2025-10-24 14:30:16;25482,0;VALLE;down;True;5440;7313;1
7320;2025-10-24 14:30:17;25486,5;PICO;up;True;5444;7320;1
7321;2025-10-24 14:30:17;25482,5;VALLE;down;True;5444;7321;1
7323;2025-10-24 14:30:17;25491,5;PICO;up;True;5444;7323;1
7334;2025-10-24 14:30:17;25482,75;VALLE;down;True;5444;7334;1
7335;2025-10-24 14:30:17;25491,0;PICO;up;True;5444;7335;1
7336;2025-10-24 14:30:17;25486,5;VALLE;down;True;5444;7336;1
7348;2025-10-24 14:30:17;25502,5;PICO;up;True;5444;7348;1
7349;2025-10-24 14:30:17;25492,5;VALLE;down;True;5444;7349;1
7376;2025-10-24 14:30:17;25507,5;PICO;up;True;5444;7376;1
7378;2025-10-24 14:30:17;25502,0;VALLE;down;True;5444;7378;1
7379;2025-10-24 14:30:17;25507,5;PICO;up;True;5444;7379;1
7381;2025-10-24 14:30:17;25501,75;VALLE;down;True;5444;7381;1
7395;2025-10-24 14:30:17;25507,25;PICO;up;True;5444;7395;1
7396;2025-10-24 14:30:17;25503,75;VALLE;down;True;5444;7396;1
7398;2025-10-24 14:30:17;25507,75;PICO;up;True;5444;7398;1
7400;2025-10-24 14:30:17;25496,75;VALLE;down;True;5444;7400;1
7401;2025-10-24 14:30:17;25500,0;PICO;up;True;5444;7401;1
7402;2025-10-24 14:30:17;25497,25;VALLE;down;True;5444;7402;1
7403;2025-10-24 14:30:17;25500,0;PICO;up;True;5444;7403;1
7427;2025-10-24 14:30:17;25483,75;VALLE;down;True;5444;7427;1
7430;2025-10-24 14:30:17;25496,75;PICO;up;True;5444;7430;1
7450;2025-10-24 14:30:17;25489,75;VALLE;down;True;5444;7450;1
7454;2025-10-24 14:30:17;25495,5;PICO;up;True;5444;7454;1
7455;2025-10-24 14:30:17;25490,0;VALLE;down;True;5444;7455;1
7457;2025-10-24 14:30:17;25496,25;PICO;up;True;5444;7457;1
7462;2025-10-24 14:30:18;25490,5;VALLE;down;True;5453;7462;1
7463;2025-10-24 14:30:18;25494,5;PICO;up;True;5453;7463;1
7487;2025-10-24 14:30:18;25487,75;VALLE;down;True;5453;7487;1
7491;2025-10-24 14:30:18;25491,0;PICO;up;True;5453;7491;1
7503;2025-10-24 14:30:18;25481,0;VALLE;down;True;5453;7503;1
7513;2025-10-24 14:30:18;25483,75;PICO;up;True;5453;7513;1
7514;2025-10-24 14:30:18;25477,25;VALLE;down;True;5453;7514;1
7519;2025-10-24 14:30:18;25482,0;PICO;up;True;5453;7519;1
7520;2025-10-24 14:30:18;25478,25;VALLE;down;True;5453;7520;1
7521;2025-10-24 14:30:18;25482,0;PICO;up;True;5453;7521;1
7522;2025-10-24 14:30:19;25478,5;VALLE;down;True;5459;7522;1
7523;2025-10-24 14:30:19;25484,0;PICO;up;True;5459;7523;1
7524;2025-10-24 14:30:19;25478,75;VALLE;down;True;5459;7524;1
7526;2025-10-24 14:30:19;25484,0;PICO;up;True;5459;7526;1
7527;2025-10-24 14:30:19;25479,0;VALLE;down;True;5459;7527;1
7532;2025-10-24 14:30:19;25483,75;PICO;up;True;5459;7532;1
7548;2025-10-24 14:30:19;25477,0;VALLE;down;True;5459;7548;1
7552;2025-10-24 14:30:19;25482,0;PICO;up;True;5459;7552;1
7555;2025-10-24 14:30:19;25477,0;VALLE;down;True;5459;7555;1
7558;2025-10-24 14:30:20;25482,0;PICO;up;True;5462;7558;1
