timestamp;shape;close_price;previous_close;price_change;price_change_pct;total_bid;total_ask;bid_ask_ratio;num_price_levels;lower_bid_volume;upper_ask_volume;max_lower_bid;max_upper_ask;bid_concentration;ask_concentration
2025-10-09 15:07:00.268;d_shape;25320,5;25326,75;-6,25;-0,024677465525580658;180,0;197,0;0,9137055837563451;37;149,0;149,0;43,0;24,0;0,8277777777777777;0,7563451776649747
2025-10-09 15:25:01.268;d_shape;25330,5;25331,5;-1,0;-0,003947654106547184;139,0;312,0;0,44551282051282054;17;131,0;107,0;35,0;20,0;0,9424460431654677;0,34294871794871795
2025-10-09 15:25:04.268;d_shape;25329,75;25332,5;-2,75;-0,01085562025066614;96,0;340,0;0,2823529411764706;18;82,0;113,0;34,0;20,0;0,8541666666666666;0,3323529411764706
2025-10-09 15:27:50.268;p_shape;25326,25;25317,25;9,0;0,03554888465374399;93,0;176,0;0,5284090909090909;36;69,0;167,0;7,0;28,0;0,7419354838709677;0,9488636363636364
2025-10-09 15:27:53.268;p_shape;25325,25;25324,5;0,75;0,0029615589646389863;115,0;231,0;0,49783549783549785;36;67,0;230,0;7,0;35,0;0,5826086956521739;0,9956709956709957
2025-10-09 15:27:55.268;p_shape;25325,25;25324,5;0,75;0,0029615589646389863;117,0;240,0;0,4875;34;69,0;240,0;7,0;35,0;0,5897435897435898;1,0
2025-10-09 15:30:02.268;d_shape;25323,25;25323,75;-0,5;-0,0019744311170344043;148,0;877,0;0,16875712656784492;59;131,0;467,0;23,0;65,0;0,8851351351351351;0,5324971493728621
2025-10-09 15:30:10.268;d_shape;25310,0;25312,0;-2,0;-0,007901390644753477;253,0;556,0;0,4550359712230216;75;193,0;348,0;25,0;27,0;0,7628458498023716;0,6258992805755396
2025-10-09 15:30:11.268;d_shape;25309,75;25310,0;-0,25;-0,0009877518767285659;269,0;571,0;0,4711033274956217;73;234,0;260,0;26,0;25,0;0,8698884758364313;0,4553415061295972
2025-10-09 15:30:12.268;d_shape;25309,5;25309,75;-0,25;-0,000987761633362637;294,0;523,0;0,5621414913957935;63;275,0;187,0;29,0;25,0;0,935374149659864;0,3575525812619503
2025-10-09 15:30:37.268;d_shape;25312,5;25313,5;-1,0;-0,003950461216347009;92,0;261,0;0,3524904214559387;42;85,0;135,0;21,0;18,0;0,9239130434782609;0,5172413793103449
2025-10-09 15:31:03.268;p_shape;25324,5;25321,5;3,0;0,011847639357857946;208,0;147,0;1,4149659863945578;42;59,0;145,0;8,0;24,0;0,28365384615384615;0,9863945578231292
2025-10-09 15:31:08.268;p_shape;25332,75;25330,5;2,25;0,008882572392965003;200,0;178,0;1,1235955056179776;45;102,0;163,0;14,0;28,0;0,51;0,9157303370786517
2025-10-09 15:31:14.268;d_shape;25328,0;25330,0;-2,0;-0,007895775759968417;135,0;149,0;0,9060402684563759;31;124,0;79,0;20,0;11,0;0,9185185185185185;0,5302013422818792
2025-10-09 15:31:24.268;p_shape;25326,5;25325,25;1,25;0,00493578543153572;131,0;223,0;0,5874439461883408;22;96,0;170,0;24,0;80,0;0,732824427480916;0,7623318385650224
2025-10-09 15:31:34.268;d_shape;25323,5;25324,25;-0,75;-0,002961588201032607;81,0;283,0;0,2862190812720848;41;80,0;212,0;20,0;98,0;0,9876543209876543;0,7491166077738516
2025-10-09 15:31:35.268;d_shape;25323,25;25323,5;-0,25;-0,0009872253045590065;107,0;270,0;0,3962962962962963;40;107,0;194,0;23,0;96,0;1,0;0,7185185185185186
2025-10-09 15:31:36.268;d_shape;25323,0;25323,25;-0,25;-0,0009872350507932432;124,0;93,0;1,3333333333333333;27;124,0;54,0;27,0;10,0;1,0;0,5806451612903226
2025-10-09 15:32:14.268;p_shape;25319,5;25319,0;0,5;0,001974801532445989;111,0;230,0;0,4826086956521739;21;87,0;189,0;26,0;122,0;0,7837837837837838;0,8217391304347826
2025-10-09 15:32:17.268;p_shape;25321,0;25318,25;2,75;0,010861730174873855;56,0;225,0;0,24888888888888888;16;44,0;168,0;10,0;126,0;0,7857142857142857;0,7466666666666667
2025-10-09 15:32:38.268;d_shape;25316,25;25317,25;-1,0;-0,003949876072638221;89,0;133,0;0,6691729323308271;17;81,0;79,0;53,0;14,0;0,9101123595505618;0,5939849624060151
2025-10-09 15:32:57.268;d_shape;25311,0;25312,0;-1,0;-0,003950695322376739;96,0;258,0;0,37209302325581395;35;95,0;79,0;23,0;14,0;0,9895833333333334;0,3062015503875969
2025-10-09 15:33:00.268;d_shape;25309,75;25311,25;-1,5;-0,005926218578695244;95,0;115,0;0,8260869565217391;15;73,0;84,0;20,0;16,0;0,7684210526315789;0,7304347826086957
2025-10-09 15:33:12.268;d_shape;25305,75;25307,0;-1,25;-0,00493934484529972;151,0;202,0;0,7475247524752475;46;140,0;70,0;28,0;8,0;0,9271523178807947;0,3465346534653465
2025-10-09 15:33:14.268;d_shape;25304,5;25306,0;-1,5;-0,005927448036038884;167,0;198,0;0,8434343434343434;37;142,0;89,0;28,0;25,0;0,8502994011976048;0,4494949494949495
2025-10-09 15:33:43.268;d_shape;25300,5;25301,0;-0,5;-0,001976206474052409;112,0;110,0;1,018181818181818;15;97,0;64,0;24,0;18,0;0,8660714285714286;0,5818181818181818
2025-10-09 15:33:53.268;d_shape;25298,5;25299,0;-0,5;-0,0019763627020830863;111,0;205,0;0,5414634146341464;25;111,0;128,0;25,0;54,0;1,0;0,624390243902439
