candle_index;timestamp;price;type;direction;confirmed;preview_tick_index;fractal_tick_index;preview_minutes
3;2025-10-09 06:05:00;25324,25;VALLE;down;True;181;219;1
19;2025-10-09 06:21:00;25337,5;PICO;up;True;716;761;1
21;2025-10-09 06:24:00;25331,25;VALLE;down;True;869;877;1
26;2025-10-09 06:28:00;25340,75;PICO;up;True;1027;1046;1
36;2025-10-09 06:41:00;25328,25;VALLE;down;True;1393;1405;1
57;2025-10-09 07:01:00;25342,25;PICO;up;True;1889;1929;1
61;2025-10-09 07:02:00;25336,0;VALLE;down;True;1930;1981;1
72;2025-10-09 07:13:00;25351,25;PICO;up;True;2394;2455;1
73;2025-10-09 07:25:00;25344,0;VALLE;down;True;2718;2724;1
89;2025-10-09 07:29:00;25360,0;PICO;up;True;2813;2851;1
89;2025-10-09 07:30:00;25348,75;VALLE;down;True;2852;3129;1
90;2025-10-09 07:31:00;25364,75;PICO;up;True;3130;3313;1
91;2025-10-09 07:32:00;25357,75;VALLE;down;True;3314;3444;1
93;2025-10-09 07:33:00;25364,0;PICO;up;True;3445;3512;1
95;2025-10-09 07:36:00;25354,0;VALLE;down;True;3671;3742;1
99;2025-10-09 07:40:00;25362,5;PICO;up;True;3837;3883;1
105;2025-10-09 07:45:00;25345,0;VALLE;down;True;4028;4099;1
105;2025-10-09 07:46:00;25352,75;PICO;up;True;4100;4225;1
109;2025-10-09 07:51:00;25341,0;VALLE;down;True;4429;4467;1
120;2025-10-09 08:00:00;25358,0;PICO;up;True;4770;4831;1
120;2025-10-09 08:03:00;25352,25;VALLE;down;True;4948;4977;1
125;2025-10-09 08:05:00;25364,25;PICO;up;True;5067;5132;1
125;2025-10-09 08:06:00;25358,75;VALLE;down;True;5133;5226;1
127;2025-10-09 08:11:00;25365,75;PICO;up;True;5426;5468;1
132;2025-10-09 08:13:00;25358,0;VALLE;down;True;5573;5608;1
137;2025-10-09 08:19:00;25367,75;PICO;up;True;5808;5845;1
141;2025-10-09 08:21:00;25351,25;VALLE;down;True;5890;5968;1
141;2025-10-09 08:22:00;25358,25;PICO;up;True;5969;6048;1
143;2025-10-09 08:24:00;25350,75;VALLE;down;True;6073;6113;1
144;2025-10-09 08:26:00;25358,0;PICO;up;True;6149;6166;1
147;2025-10-09 08:30:00;25346,75;VALLE;down;True;6303;6335;1
151;2025-10-09 08:31:00;25359,25;PICO;up;True;6336;6407;1
151;2025-10-09 08:32:00;25352,0;VALLE;down;True;6408;6490;1
152;2025-10-09 08:33:00;25358,75;PICO;up;True;6491;6527;1
155;2025-10-09 08:36:00;25346,75;VALLE;down;True;6601;6635;1
159;2025-10-09 08:40:00;25356,75;PICO;up;True;6681;6730;1
160;2025-10-09 08:41:00;25351,25;VALLE;down;True;6731;6773;1
162;2025-10-09 08:43:00;25359,5;PICO;up;True;6802;6842;1
169;2025-10-09 08:49:00;25338,5;VALLE;down;True;6949;7001;1
169;2025-10-09 08:50:00;25345,25;PICO;up;True;7002;7106;1
170;2025-10-09 08:52:00;25334,75;VALLE;down;True;7263;7305;1
172;2025-10-09 08:53:00;25340,0;PICO;up;True;7306;7349;1
176;2025-10-09 08:56:00;25326,25;VALLE;down;True;7496;7560;1
177;2025-10-09 08:57:00;25338,0;PICO;up;True;7561;7699;1
178;2025-10-09 08:59:00;25331,5;VALLE;down;True;7817;7877;1
180;2025-10-09 09:00:00;25342,0;PICO;up;True;7878;7939;1
180;2025-10-09 09:01:00;25332,5;VALLE;down;True;7940;8176;1
182;2025-10-09 09:02:00;25343,0;PICO;up;True;8177;8271;1
182;2025-10-09 09:03:00;25337,75;VALLE;down;True;8272;8330;1
184;2025-10-09 09:05:00;25347,75;PICO;up;True;8432;8513;1
186;2025-10-09 09:06:00;25338,5;VALLE;down;True;8514;8619;1
186;2025-10-09 09:07:00;25346,25;PICO;up;True;8620;8692;1
187;2025-10-09 09:08:00;25340,0;VALLE;down;True;8693;8755;1
190;2025-10-09 09:10:00;25346,75;PICO;up;True;8800;8845;1
190;2025-10-09 09:11:00;25340,5;VALLE;down;True;8846;8893;1
191;2025-10-09 09:12:00;25349,25;PICO;up;True;8894;8982;1
193;2025-10-09 09:13:00;25341,75;VALLE;down;True;8983;9038;1
194;2025-10-09 09:15:00;25348,75;PICO;up;True;9101;9141;1
195;2025-10-09 09:16:00;25340,0;VALLE;down;True;9142;9220;1
196;2025-10-09 09:17:00;25346,25;PICO;up;True;9221;9264;1
197;2025-10-09 09:18:00;25339,0;VALLE;down;True;9265;9312;1
201;2025-10-09 09:23:00;25347,25;PICO;up;True;9519;9548;1
204;2025-10-09 09:24:00;25336,0;VALLE;down;True;9549;9599;1
206;2025-10-09 09:26:00;25346,0;PICO;up;True;9716;9750;1
208;2025-10-09 09:28:00;25333,25;VALLE;down;True;9806;9851;1
208;2025-10-09 09:29:00;25339,0;PICO;up;True;9852;9956;1
210;2025-10-09 09:30:00;25330,75;VALLE;down;True;9957;10005;1
210;2025-10-09 09:31:00;25336,25;PICO;up;True;10006;10098;1
211;2025-10-09 09:32:00;25328,25;VALLE;down;True;10099;10187;1
212;2025-10-09 09:33:00;25335,0;PICO;up;True;10188;10261;1
213;2025-10-09 09:34:00;25323,0;VALLE;down;True;10262;10405;1
222;2025-10-09 09:42:00;25338,75;PICO;up;True;10783;10866;1
223;2025-10-09 09:43:00;25329,5;VALLE;down;True;10867;11002;1
225;2025-10-09 09:45:00;25343,0;PICO;up;True;11078;11111;1
225;2025-10-09 09:46:00;25336,0;VALLE;down;True;11112;11216;1
227;2025-10-09 09:47:00;25346,0;PICO;up;True;11217;11291;1
229;2025-10-09 09:51:00;25335,25;VALLE;down;True;11508;11537;1
233;2025-10-09 09:56:00;25343,75;PICO;up;True;11677;11712;1
240;2025-10-09 10:02:00;25335,75;VALLE;down;True;11983;12031;1
242;2025-10-09 10:03:00;25342,5;PICO;up;True;12032;12099;1
243;2025-10-09 10:04:00;25335,75;VALLE;down;True;12100;12173;1
244;2025-10-09 10:05:00;25344,0;PICO;up;True;12174;12243;1
247;2025-10-09 10:07:00;25336,5;VALLE;down;True;12300;12374;1
248;2025-10-09 10:10:00;25342,0;PICO;up;True;12474;12503;1
254;2025-10-09 10:14:00;25317,5;VALLE;down;True;12715;12861;1
254;2025-10-09 10:15:00;25326,25;PICO;up;True;12862;13027;1
256;2025-10-09 10:17:00;25311,75;VALLE;down;True;13199;13315;1
257;2025-10-09 10:18:00;25320,5;PICO;up;True;13316;13486;1
258;2025-10-09 10:19:00;25315,25;VALLE;down;True;13487;13585;1
261;2025-10-09 10:21:00;25332,0;PICO;up;True;13781;13913;1
261;2025-10-09 10:22:00;25326,5;VALLE;down;True;13914;14014;1
262;2025-10-09 10:23:00;25334,75;PICO;up;True;14015;14149;1
267;2025-10-09 10:27:00;25319,0;VALLE;down;True;14360;14437;1
268;2025-10-09 10:30:00;25329,25;PICO;up;True;14577;14602;1
277;2025-10-09 10:38:00;25309,75;VALLE;down;True;15117;15253;1
279;2025-10-09 10:40:00;25318,0;PICO;up;True;15330;15409;1
281;2025-10-09 10:41:00;25302,25;VALLE;down;True;15410;15540;1
281;2025-10-09 10:42:00;25309,5;PICO;up;True;15541;15777;1
283;2025-10-09 10:43:00;25298,75;VALLE;down;True;15778;15867;1
283;2025-10-09 10:44:00;25305,25;PICO;up;True;15868;16057;1
284;2025-10-09 10:45:00;25299,5;VALLE;down;True;16058;16190;1
285;2025-10-09 10:46:00;25306,0;PICO;up;True;16191;16268;1
286;2025-10-09 10:47:00;25299,5;VALLE;down;True;16269;16342;1
289;2025-10-09 10:49:00;25315,5;PICO;up;True;16503;16583;1
290;2025-10-09 10:52:00;25298,0;VALLE;down;True;16951;17051;1
292;2025-10-09 10:54:00;25306,75;PICO;up;True;17167;17233;1
294;2025-10-09 10:55:00;25294,25;VALLE;down;True;17234;17385;1
295;2025-10-09 10:56:00;25305,75;PICO;up;True;17386;17651;1
298;2025-10-09 10:58:00;25295,0;VALLE;down;True;17745;17816;1
299;2025-10-09 10:59:00;25301,0;PICO;up;True;17817;17889;1
299;2025-10-09 11:00:00;25295,5;VALLE;down;True;17890;17963;1
300;2025-10-09 11:03:00;25302,5;PICO;up;True;18138;18174;1
304;2025-10-09 11:05:00;25295,25;VALLE;down;True;18209;18292;1
306;2025-10-09 11:06:00;25309,5;PICO;up;True;18293;18422;1
306;2025-10-09 11:07:00;25299,5;VALLE;down;True;18423;18568;1
308;2025-10-09 11:09:00;25313,25;PICO;up;True;18644;18770;1
309;2025-10-09 11:11:00;25307,75;VALLE;down;True;18840;18869;1
312;2025-10-09 11:12:00;25321,75;PICO;up;True;18870;18918;1
312;2025-10-09 11:13:00;25315,0;VALLE;down;True;18919;19036;1
315;2025-10-09 11:15:00;25326,75;PICO;up;True;19177;19248;1
316;2025-10-09 11:16:00;25317,75;VALLE;down;True;19249;19324;1
316;2025-10-09 11:17:00;25324,75;PICO;up;True;19325;19409;1
321;2025-10-09 11:22:00;25315,5;VALLE;down;True;19595;19615;1
322;2025-10-09 11:23:00;25321,0;PICO;up;True;19616;19664;1
324;2025-10-09 11:26:00;25314,0;VALLE;down;True;19745;19778;1
333;2025-10-09 11:33:00;25327,75;PICO;up;True;19998;20027;1
333;2025-10-09 11:34:00;25321,25;VALLE;down;True;20028;20105;1
335;2025-10-09 11:36:00;25339,25;PICO;up;True;20289;20456;1
338;2025-10-09 11:39:00;25328,75;VALLE;down;True;20722;20816;1
340;2025-10-09 11:40:00;25335,0;PICO;up;True;20817;20868;1
342;2025-10-09 11:43:00;25327,0;VALLE;down;True;20998;21070;1
344;2025-10-09 11:45:00;25333,0;PICO;up;True;21110;21140;1
350;2025-10-09 11:52:00;25322,5;VALLE;down;True;21409;21438;1
353;2025-10-09 11:54:00;25328,25;PICO;up;True;21471;21490;1
355;2025-10-09 11:55:00;25321,25;VALLE;down;True;21491;21561;1
357;2025-10-09 11:59:00;25329,0;PICO;up;True;21721;21738;1
