entry_time;entry_price;exit_time;exit_price;side;tp_price;sl_price;entry_bid_density;entry_ask_density;entry_net_density;filter_mode;resultado;profit_points;profit_dollars;contracts;cumulative_profit
2025-10-09 19:17:24.000;25194,75;2025-10-09 19:17:25.000;25192,75;SHORT;25192,75;25196,75;6;25;19;MODO_1;TP;2,0;40,0;1;5680,0
2025-10-09 19:18:13.500;25177,75;2025-10-09 19:18:14.500;25179,75;LONG;25179,75;25175,75;6;20;14;MODO_1;TP;2,0;40,0;1;5720,0
2025-10-09 19:18:23.500;25180,75;2025-10-09 19:18:24.500;25182,75;SHORT;25178,75;25182,75;6;20;14;MODO_1;SL;-2,0;-40,0;1;5680,0
2025-10-09 19:20:04.500;25193,0;2025-10-09 19:20:07.000;25195,0;LONG;25195,0;25191,0;6;0;-6;MODO_1;TP;2,0;40,0;1;5720,0
2025-10-09 19:20:08.500;25193,0;2025-10-09 19:20:09.500;25195,0;LONG;25195,0;25191,0;6;0;-6;MODO_1;TP;2,0;40,0;1;5760,0
2025-10-09 19:21:08.000;25207,5;2025-10-09 19:21:08.500;25209,5;LONG;25209,5;25205,5;12;1;-11;MODO_1;TP;2,0;40,0;1;5800,0
2025-10-09 19:21:59.500;25192,5;2025-10-09 19:22:02.500;25194,5;LONG;25194,5;25190,5;8;2;-6;MODO_1;TP;2,0;40,0;1;5840,0
2025-10-09 19:23:06.000;25199,25;2025-10-09 19:23:06.500;25197,25;SHORT;25197,25;25201,25;9;7;-2;MODO_1;TP;2,0;40,0;1;5880,0
2025-10-09 19:24:11.500;25194,5;2025-10-09 19:24:12.500;25196,5;LONG;25196,5;25192,5;9;7;-2;MODO_1;TP;2,0;40,0;1;5920,0
2025-10-09 19:24:23.000;25196,75;2025-10-09 19:24:26.000;25194,75;SHORT;25194,75;25198,75;10;7;-3;MODO_1;TP;2,0;40,0;1;5960,0
2025-10-09 19:24:35.500;25193,5;2025-10-09 19:24:39.000;25191,5;SHORT;25191,5;25195,5;11;7;-4;MODO_1;TP;2,0;40,0;1;6000,0
2025-10-09 19:25:03.000;25194,5;2025-10-09 19:25:03.500;25196,5;LONG;25196,5;25192,5;13;6;-7;MODO_1;TP;2,0;40,0;1;6040,0
2025-10-09 19:25:18.500;25196,0;2025-10-09 19:25:19.000;25194,0;SHORT;25194,0;25198,0;19;8;-11;MODO_1;TP;2,0;40,0;1;6080,0
2025-10-09 19:25:56.000;25189,75;2025-10-09 19:26:00.000;25191,75;LONG;25191,75;25187,75;16;4;-12;MODO_1;TP;2,0;40,0;1;6120,0
2025-10-09 19:26:35.500;25180,75;2025-10-09 19:26:37.000;25182,75;LONG;25182,75;25178,75;14;4;-10;MODO_1;TP;2,0;40,0;1;6160,0
2025-10-09 19:26:37.500;25182,0;2025-10-09 19:26:44.500;25184,0;SHORT;25180,0;25184,0;14;4;-10;MODO_1;SL;-2,0;-40,0;1;6120,0
2025-10-09 19:27:37.000;25184,25;2025-10-09 19:27:37.500;25182,25;SHORT;25182,25;25186,25;22;3;-19;MODO_1;TP;2,0;40,0;1;6160,0
2025-10-09 19:27:48.500;25176,25;2025-10-09 19:27:51.500;25178,25;LONG;25178,25;25174,25;27;4;-23;MODO_1;TP;2,0;40,0;1;6200,0
2025-10-09 19:28:28.000;25176,5;2025-10-09 19:28:30.500;25178,5;LONG;25178,5;25174,5;21;9;-12;MODO_1;TP;2,0;40,0;1;6240,0
2025-10-09 19:28:49.000;25176,5;2025-10-09 19:28:52.000;25178,5;LONG;25178,5;25174,5;23;10;-13;MODO_1;TP;2,0;40,0;1;6280,0
2025-10-09 19:29:20.000;25170,5;2025-10-09 19:29:20.500;25172,5;LONG;25172,5;25168,5;21;9;-12;MODO_1;TP;2,0;40,0;1;6320,0
2025-10-09 19:30:01.500;25177,25;2025-10-09 19:30:02.000;25175,25;SHORT;25175,25;25179,25;16;9;-7;MODO_1;TP;2,0;40,0;1;6360,0
2025-10-09 19:30:17.000;25170,5;2025-10-09 19:30:17.000;25172,5;LONG;25172,5;25168,5;11;10;-1;MODO_1;TP;2,0;40,0;1;6400,0
2025-10-09 19:30:30.000;25164,25;2025-10-09 19:30:30.500;25166,25;LONG;25166,25;25162,25;13;10;-3;MODO_1;TP;2,0;40,0;1;6440,0
2025-10-09 19:31:39.500;25183,75;2025-10-09 19:31:41.500;25181,75;SHORT;25181,75;25185,75;8;6;-2;MODO_1;TP;2,0;40,0;1;6480,0
